logP_uk,logP_eu,logP_w,x2,x2_uk,x2_eu,x2_w,beta2,beta2_uk,beta2_eu,beta2_w,dlogbeta2_uk,dlogbeta2_eu,dlogbeta2_w
0.653415036459823,-1.886671314693,-1.886671314693,0.0023231879139471,0.99758182460218,0.00120908769890993,0.00120908769890993,1.28769754265325e-05,0.962011899812343,9.19484119956756e-05,9.19484119956756e-05,0.0191779469178195,-0.980822053082181,-0.980822053082181
0.0496977164119816,-1.886671314693,-1.886671314693,0.0372991458700815,0.998117290715722,0.000941354642138998,0.000941354642138998,6.27955819239154e-05,0.954931142544208,0.00012989408090371,0.00012989408090371,0.0227942168897034,-0.977205783110297,-0.977205783110297
1.39593943290415,-1.886671314693,-1.886671314693,0.412994195124746,0.599576707512822,0.200211646243589,0.200211646243589,0.00758141912580681,0.667593963876029,0.00836637354247338,0.00836637354247338,0.182935765146932,-0.817064234853068,-0.817064234853068
0.121884646730321,-1.886671314693,-1.886671314693,0.00419936220386945,1,0,0,7.47644709242803e-06,1,0,0,0,0,0
1.78383600926777,-1.886671314693,-1.886671314693,0.0852421346847556,1,0,0,0.00421423605306218,1,0,0,0,0,0
0.725573132981557,-1.886671314693,-1.886671314693,0.0406720167430955,0.999723747366967,0.000138126316516454,0.000138126316516454,0.000248285677457813,0.987385104893541,1.00092063877373e-05,1.00092063877373e-05,0.00632746596600475,-0.993672534033995,-0.993672534033995
1.24053855366697,-1.886671314693,-1.886671314693,0.0271357448631979,1,0,0,0.00045258912508104,1,0,0,0,0,0
1.45430722118709,-1.886671314693,-1.886671314693,0.0584484841251153,1,0,0,0.00149490200607736,1,0,0,0,0,0
0.942415304712161,-1.886671314693,-1.886671314693,0.120761859443984,1,0,0,0.00110954672216434,1,0,0,0,0,0
-2.50368656607688,-1.886671314693,-1.886671314693,0.113491766296121,1,0,0,1.05909301856917e-06,1,0,0,0,0,0
0.261369056772063,-1.886671314693,-1.886671314693,0.0590382573919252,1,0,0,0.000138931293308749,1,0,0,0,0,0
-0.342186658979154,-1.886671314693,-1.886671314693,0.002904441818596,1,0,0,2.04403061318432e-06,1,0,0,0,0,0
0.442873449462935,-1.886671314693,-1.886671314693,0.0153592725958249,1,0,0,5.19624846402114e-05,1,0,0,0,0,0
-1.37440099798995,-1.886671314693,-1.886671314693,0.0004648792272511,0.990936555891239,0.00453172205438067,0.00453172205438067,6.07080838828854e-08,0.819445402961096,0.00224523222451235,0.00224523222451235,0.0947677629684768,-0.905232237031523,-0.905232237031523
1.193121015367,-1.886671314693,-1.886671314693,0.0188661088566873,0.857067483690817,0.0714662581545916,0.0714662581545916,0.000335337019118523,0.79177802704241,0.00303495779519481,0.00303495779519481,0.110180902069184,-0.889819097930816,-0.889819097930816
0.686808640643304,-1.886671314693,-1.886671314693,0.00079914284080325,1,0,0,4.40375438787652e-06,1,0,0,0,0,0
