gammaM,gammaMEU,gammaMW,gammaMUK,logGammaM,logGammaMUK,logGammaMEU,logGammaMW
0.0427245830925118,6.35659217617406e-06,6.35659217617406e-06,0.989940513140581,-1.35228405394228,-0.00100843247991899,-16.5718092249113,-16.5718092249113
0.0364938245357717,0,0,1,-2.16634766854349,0,0,0
0.0229889933242657,2.61213521297375e-05,2.61213521297375e-05,0.979660864543423,-2.31602330003848,-0.00418414373948406,-13.727586825876,-13.727586825876
0.0143166493926904,1.44343389126124e-05,1.44343389126124e-05,0.98486071716741,-2.55950291147828,-0.00230098242162666,-14.9225773179632,-14.9225773179632
0.0388062502154946,6.02032818594996e-06,6.02032818594996e-06,0.990209538482066,-1.8238422722196,-0.000954839671037224,-16.6810003536977,-16.6810003536977
0.00803948257780977,9.49457488826036e-05,9.49457488826036e-05,0.961403739300439,-2.91539348929817,-0.0154536774435239,-11.1201271490809,-11.1201271490809
0.00377830901017432,2.71675016407495e-05,2.71675016407495e-05,0.979259688586552,-4.11608497911774,-0.00435331558727064,-13.6484000256959,-13.6484000256959
0.0052553152437823,4.17933127603613e-05,4.17933127603613e-05,0.974308074191604,-3.22786174819464,-0.00672699313662961,-12.7792053164717,-12.7792053164717
0.0111282232060826,3.13213860157008e-05,3.13213860157008e-05,0.977739080500528,-2.83313382114354,-0.00502589338672363,-13.361405247565,-13.361405247565
0.00931314930708263,0,0,1,-2.73050419712565,0,0,0
0.00280634793622589,0,0,1,-3.62497362649509,0,0,0
0.00946653485573878,0,0,1,-2.6519096904301,0,0,0
0.00469094050302496,3.95276347173458e-05,3.95276347173458e-05,0.975009707896206,-3.05779683088118,-0.00635832066696352,-12.8917490054609,-12.8917490054609
0.000866240385609221,0,0,1,-6.64423387584797,0,0,0
0.00711077553156235,0.000797710692730184,0.000797710692730184,0.890215752225779,-2.90131307751359,-0.0482661336627643,-8.85872351688008,-8.85872351688008
0.00881595880325706,0.0083596748879437,0.0083596748879437,0.667713668678717,-3.81652483322864,-0.587250671070205,-4.12364158492791,-4.12364158492791
0.0224152173576909,0.00318474877146142,0.00318474877146142,0.787004681470519,-2.55711030113235,-0.209276828943771,-6.00450951289466,-6.00450951289466
0.00428985922915784,0.00266410693774073,0.00266410693774073,0.80419647763024,-4.86332099070013,-0.172911527648673,-6.36837207393789,-6.36837207393789
0.0921701859230127,0.00200258574406094,0.00200258574406094,0.829009304138546,-1.49918221852528,-0.127542156060817,-6.9546375824094,-6.9546375824094
0.166914414568534,0.00381093762991794,0.00381093762991794,0.768312581813316,-0.66482049546382,-0.253634449339739,-5.64178835790857,-5.64178835790857
0.0191810740130989,0.0024717770126404,0.0024717770126404,0.811019231805436,-3.09128068832329,-0.159615899637003,-6.52183587877511,-6.52183587877511
0.00877892445957761,0.0023047161723855,0.0023047161723855,0.817189026492016,-3.40465180872747,-0.148134263750506,-6.66547117126519,-6.66547117126519
0.0267086525763809,0.00115097241651553,0.00115097241651553,0.868899952124631,-2.74356743653313,-0.0709435820201586,-8.09969633485797,-8.09969633485797
0.00805131310586875,0.00437304093173008,0.00437304093173008,0.752976275909796,-3.36776846856104,-0.29392865263404,-5.36658993472049,-5.36658993472049
0.0365269945391604,0.00664299970504183,0.00664299970504183,0.700553601669532,-2.21593896406019,-0.459818048271091,-4.55194366837187,-4.55194366837187
0.0124934280206328,0,0,1,-3.07168648072343,0,0,0
0.00297680816806344,0.00117424787781739,0.00117424787781739,0.867627789846277,-4.13750523341082,-0.0724567792433621,-8.0582378248852,-8.0582378248852
0.00701104078471202,0.000157364375087242,0.000157364375087242,0.950451474266705,-3.55935514488171,-0.00900620048340401,-12.1967741251707,-12.1967741251707
0.00718698607510433,0.00195164648655059,0.00195164648655059,0.831096813197751,-3.20561569780742,-0.124093749569341,-7.00775069766912,-7.00775069766912
0,0,0,0,0,0,0,0
4.41354191880069e-05,0.00357576731871233,0.00357576731871233,0.775112189224214,-7.69148341368459,-0.381996984656408,-4.88523323082804,-4.88523323082804
0.000508305010387083,0.0011967200667631,0.0011967200667631,0.866412312270583,-6.37757265111471,-0.1222140534956,-7.03734705587958,-7.03734705587958
0.00201790412188117,0.000499219986081569,0.000499219986081569,0.912623954640826,-4.69667180721834,-0.0492976999070526,-8.81694265006844,-8.81694265006844
0.000239975722976657,0.0100753954165352,0.0100753954165352,0.638796504905506,-7.57302186586366,-1.08412251288664,-3.12868195740789,-3.12868195740789
0.00263857227688986,0.00277529175466385,0.00277529175466385,0.800377015401852,-4.77236409312319,-0.293713736022367,-5.36794801414253,-5.36794801414253
0.00589110134089544,0.00207139565672697,0.00207139565672697,0.826235231054516,-3.73237340852511,-0.21658185612967,-5.93947593130542,-5.93947593130542
0.0162391988834261,0.000953658968786167,0.000953658968786167,0.880289158743588,-2.97903213618385,-0.09648068056877,-7.49746012282904,-7.49746012282904
0.00303935945980635,0.00260339168931286,0.00260339168931286,0.80631979657059,-4.18635032731051,-0.274816462145918,-5.49172741132893,-5.49172741132893
0.00435226114214046,0.00266741552693792,0.00266741552693792,0.804081549112336,-4.26563611270816,-0.281851046247057,-5.44461262370593,-5.44461262370593
0.0041690751426254,0.00218847825621928,0.00218847825621928,0.82162921636645,-3.74991263202845,-0.229359131366709,-5.83110494701462,-5.83110494701462
0.0103724726120897,0.00837251796771056,0.00837251796771056,0.667484214699992,-3.27039657830368,-0.904997448371907,-3.40769985141686,-3.40769985141686
0.00397597698324412,0,0,1,-3.9076394761566,0,0,0
0.0028151706700475,0.00161262987006134,0.00161262987006134,0.845820267282904,-3.89738576240773,-0.166805383515441,-6.43726680879098,-6.43726680879098
0.00350607195569249,0.000821931174763625,0.000821931174763625,0.888610356416477,-3.92509565672086,-0.0826624345576641,-7.79975762107707,-7.79975762107707
0.00303188869236574,0.00232851831846481,0.00232851831846481,0.816295180168969,-3.78511429486759,-0.244673285363518,-5.70934130760141,-5.70934130760141
0,0,0,0,0,0,0,0
0.00198088936047158,6.5407735968136e-05,6.5407735968136e-05,0.967911611229965,-3.7801505421314,-0.00762068976284353,-12.5301746438715,-12.5301746438715
0.00727075444988505,0.000557935224508207,0.000557935224508207,0.907749130899519,-3.60055808249535,-0.0682673981393608,-8.17527124902164,-8.17527124902164
0.00608042278982066,0.00192519695795126,0.00192519695795126,0.832192522136938,-3.46894845425425,-0.245660143940792,-5.70177413723587,-5.70177413723587
0.00890298565565209,0.000258355141806548,0.000258355141806548,0.93673970183122,-3.74488795555544,-0.0309218234175455,-9.74061588379525,-9.74061588379525
0.0211087805309922,0.00160051906235479,0.00160051906235479,0.846376125236227,-2.57096663785254,-0.203001372636219,-6.06231602622692,-6.06231602622692
0.00858479550970638,0.000524110869873664,0.000524110869873664,0.910522572107915,-3.2400720447763,-0.0640019969182656,-8.3021863712913,-8.3021863712913
0.0101406332637594,0.00113800278625879,0.00113800278625879,0.86961482360898,-3.32817859120651,-0.142647802656605,-6.73824192699038,-6.73824192699038
0.0755631780841377,0.00472177424177078,0.00472177424177078,0.744026427048063,-0.897917802636177,-0.612794183411591,-4.05062096521672,-4.05062096521672
0.0294836243926593,0.00128656447505692,0.00128656447505692,0.861671411321078,-2.22977288861424,-0.16196264842181,-6.49380264967063,-6.49380264967063
0.0153432977568935,0.00216133553995333,0.00216133553995333,0.822684677934141,-2.33366076704885,-0.276771131990693,-5.47850736767193,-5.47850736767193
0.0141234391941775,0.00252963331247187,0.00252963331247187,0.808936692619203,-2.77488740027701,-0.325362148324522,-5.17869768391072,-5.17869768391072
0.010711121048135,0,0,1,-2.78836622348931,0,0,0
0.00247548136307775,0.000870868851194768,0.000870868851194768,0.885441526847852,-3.90758366900086,-0.108149934904372,-7.27489347742318,-7.27489347742318
0.00472240113743401,0.000110166241647605,0.000110166241647605,0.958456621969737,-3.5234973930585,-0.0129448902664636,-11.473165961768,-11.473165961768
0.00910098939966355,0.00180604249369493,0.00180604249369493,0.837233935257844,-2.56844581888231,-0.229985301418537,-5.82595930982886,-5.82595930982886
0.00193674994420348,0,0,1,-6.03734703957243,0,0,0
0.0112199110267763,0.00022612378879903,0.00022612378879903,0.940754843279358,-2.33864398579386,-0.0162115728273125,-11.0247488728014,-11.0247488728014
0.0190248833688597,0.00127938314192714,0.00127938314192714,0.862043669577873,-2.92374642043844,-0.0980613083816983,-7.46574384705641,-7.46574384705641
0.0222675306056064,0.00184742215834195,0.00184742215834195,0.835463092280532,-2.45000516113106,-0.144405141701574,-6.71462176930396,-6.71462176930396
0.0238220293396153,0.00455728047413338,0.00455728047413338,0.748198591055789,-3.03618576951861,-0.375018273179547,-4.91872979523983,-4.91872979523983
0.0576091055361923,0.00350163949572123,0.00350163949572123,0.777307948076659,-1.84731097970837,-0.283924998274652,-5.43096238997307,-5.43096238997307
0.0344736688059428,0.00122360803023754,0.00122360803023754,0.864973995858763,-2.13508420728802,-0.0935743141998863,-7.55719217102877,-7.55719217102877
0.0434762412609347,0.00207567875444619,0.00207567875444619,0.826064244679771,-2.1550213675034,-0.163309433556319,-6.47790487032392,-6.47790487032392
0.0239786151461648,0.00235177160799484,0.00235177160799484,0.815426814940476,-2.27990841802484,-0.1863531443714,-6.22526541675055,-6.22526541675055
0.167716201056758,0.00370343388579594,0.00370343388579594,0.77139035504588,-0.773848638718133,-0.301251132223863,-5.32094604545287,-5.32094604545287
0.0260689526749317,0.00217701723412191,0.00217701723412191,0.822073999844185,-2.07877658685009,-0.17174619150005,-6.38132238562934,-6.38132238562934
0.0336943196413588,0.00672320480938447,0.00672320480938447,0.698912214704051,-2.19637516591963,-0.563906876743794,-4.19365403865675,-4.19365403865675
0.0222868417851912,0.00366875444631865,0.00366875444631865,0.772394042178236,-2.29731224995331,-0.298270131721469,-5.33938213410753,-5.33938213410753
0.00851619622380141,0.000984451390206137,0.000984451390206137,0.878433932141323,-2.96431803706809,-0.0744885095155084,-8.00393818415737,-8.00393818415737
0.0090524228566294,0.000658085950708792,0.000658085950708792,0.90001959989965,-3.1529633143559,-0.0489131742105514,-8.83241248092699,-8.83241248092699
0.010634254563176,0.00445108973603113,0.00445108973603113,0.75093840799403,-2.69536337126943,-0.365810489416186,-4.96398661936011,-4.96398661936011
0.102564779137835,0,0,1,-2.37499888063338,0,0,0
0.0461593177611429,0.00713324704369727,0.00713324704369727,0.690698779280609,-2.80829524287751,-0.0221657997393251,-10.4020708467455,-10.4020708467455
0.100116259299136,0.0587659911524139,0.0587659911524139,0.265396053189141,-2.72311062881089,-0.428518055039505,-4.67786844739337,-4.67786844739337
0.0913344083827995,0.0546117936008764,0.0546117936008764,0.283680520305264,-2.52811486545833,-0.377502065245793,-4.90673020203227,-4.90673020203227
0.193725131834436,0.0245598437170778,0.0245598437170778,0.471376152567588,-2.65112479922126,-0.109400550480428,-7.25251837474057,-7.25251837474057
0.264184851001381,0.0578399499066412,0.0578399499066412,0.269362295208669,-1.79600327408581,-0.416815562151091,-4.72760123292853,-4.72760123292853
0.0634160441183297,0.051270852157887,0.051270852157887,0.299360694702946,-3.03027426196388,-0.339174881730648,-5.10225893751448,-5.10225893751448
0.111231216480719,0.0561527265374241,0.0561527265374241,0.276748244896081,-2.69694967934225,-0.395983553075869,-4.8200800390881,-4.8200800390881
0.229784431019509,0.0557022524449989,0.0557022524449989,0.278756024444966,-1.50481774645498,-0.390527363450089,-4.8451905660476,-4.8451905660476
0.267326182165215,0.0413041963452322,0.0413041963452322,0.352279431383885,-1.88615792581137,-0.23827235731062,-5.75922405728982,-5.75922405728982
0.409775249798289,0.0639545167428473,0.0639545167428473,0.24424885634586,-0.761176698634834,-0.497707717655273,-4.41176912799385,-4.41176912799385
0.165102430948431,0.05399074347101,0.05399074347101,0.286526641725586,-2.08167072524066,-0.370198278016777,-4.94226659574553,-4.94226659574553
0.186845801271273,0.000229878855600156,0.000229878855600156,0.940272490024591,-2.26736829724751,-0.000527571938287104,-17.8673031544357,-17.8673031544357
0.0280340198851317,0.0411082455573369,0.0411082455573369,0.353426244330462,-3.34284824545039,-0.236480489211856,-5.7734431845999,-5.7734431845999
0.0822479503494415,0.00704172721245673,0.00704172721245673,0.692506909148778,-2.84853330132245,-0.02182613620171,-10.4327861036995,-10.4327861036995
0.106726467578711,0.0353330301905785,0.0353330301905785,0.389448829919077,-2.00917879656153,-0.186803237047426,-6.22066225385856,-6.22066225385856
0.102869853650957,0,0,1,-4.43968996116948,0,0,0
0.0127416470704182,0.000193736694732578,0.000193736694732578,0.945099214940712,-2.62009066137214,-0.00701317840092026,-12.6960228290562,-12.6960228290562
0.0247820323659199,0.00555820831012931,0.00555820831012931,0.724019263861005,-3.00804587801161,-0.247179918565514,-5.69018355488383,-5.69018355488383
0.0162124761013983,0.00787963027238579,0.00787963027238579,0.676449394920888,-3.11518073667851,-0.363993244437831,-4.9730658165796,-4.9730658165796
0.0548690306367178,0.00202548677905077,0.00202548677905077,0.828080313791727,-2.58347092706268,-0.0821206503325102,-7.81264008865673,-7.81264008865673
0.0509996771297642,0.0237878183640251,0.0237878183640251,0.47821927248322,-2.37104904261745,-1.23295608383474,-2.93866682120501,-2.93866682120501
0.0851123925283793,0.00214167049335328,0.00214167049335328,0.82345393823692,-1.60850990097878,-0.0872072522016024,-7.69496947931843,-7.69496947931843
0.0414157919289975,0.00438185029607202,0.00438185029607202,0.752745217612296,-2.56449202012665,-0.190169397576631,-6.18660012846541,-6.18660012846541
0.0377929764644499,0.0339410403423517,0.0339410403423517,0.398840389546549,-2.28825396001732,-1.79891611802182,-2.43070817294307,-2.43070817294307
0.0476681158177145,0.0191117486005951,0.0191117486005951,0.523466002315382,-2.4090187931228,-0.971802303617488,-3.29605921914106,-3.29605921914106
0.0263498563477443,0.0172123541530614,0.0172123541530614,0.544065969418089,-2.43740422126265,-0.866324859351419,-3.47713034864668,-3.47713034864668
0.191826737657131,0.00444087965091763,0.00444087965091763,0.751203817195746,-0.797755218732634,-0.192988466499477,-6.15855678946545,-6.15855678946545
0.0164086111183916,0,0,1,-3.07760540892393,0,0,0
0.0130021382209099,0.00348321525037612,0.00348321525037612,0.777857779711636,-2.89885686202091,-0.147866198794815,-6.66896128643716,-6.66896128643716
0.0252764594723016,0.00106839288204418,0.00106839288204418,0.87352845264144,-2.51459584153399,-0.0414843330706119,-9.15817391456796,-9.15817391456796
0.0177828519263882,0.00662934407271924,0.00662934407271924,0.700834240154681,-2.52879657005353,-0.300447347533283,-5.32589766663944,-5.32589766663944
0.0110028587027345,0,0,1,-5.01596609884031,0,0,0
0.000253371865396749,0.000216522144618014,0.000216522144618014,0.942007322758178,-6.8972179810535,-0.00430330261081545,-13.6714849918538,-13.6714849918538
0.00112633362252203,0.0612256692137278,0.0612256692137278,0.255149825169378,-6.46834714513738,-2.35650315401821,-2.12210262083899,-2.12210262083899
0.00198815600324231,0.0057184685929635,0.0057184685929635,0.720391647642058,-5.54750277382852,-0.143502186375259,-6.72672083121846,-6.72672083121846
0.0122853953890538,0.00837202090100504,0.00837202090100504,0.667493091266583,-4.35483369793845,-0.22225435494714,-5.89055252140167,-5.89055252140167
0.00355969547713023,0.00111553115717301,0.00111553115717301,0.870863851755244,-5.39224918374264,-0.0238648618421634,-10.2552055232956,-10.2552055232956
0.0230646788232468,0.00529766902045787,0.00529766902045787,0.730050324486032,-3.21738882367363,-0.131579665179731,-6.89430345988168,-6.89430345988168
0.00389050916225429,0.00277749270904918,0.00277749270904918,0.800302278033522,-5.29065762905879,-0.0640105612198548,-8.3019230224322,-8.3019230224322
0.00124811609129778,0.0114326477881277,0.0114326477881277,0.618036349187479,-5.8799098890937,-0.319725891564354,-5.21090491953557,-5.21090491953557
0.0246529328429188,0.00194990975031409,0.00194990975031409,0.831168509227863,-3.42944247744047,-0.0434926503130737,-9.06462226596222,-9.06462226596222
0.0128962741275293,0.00450539336259043,0.00450539336259043,0.749532665296883,-3.47927211668745,-0.109599690981905,-7.24897977003161,-7.24897977003161
0.00185256929935896,0.0127006894726201,0.0127006894726201,0.600013415112812,-5.71574933126121,-0.361910500049159,-4.98353265324932,-4.98353265324932
0.00176331611064303,0.00683184477985323,0.00683184477985323,0.696707481839089,-5.50626242647839,-0.175824319112176,-6.33639681627424,-6.33639681627424
2.19220414801177e-05,0.00684833857485003,0.00684833857485003,0.69637459773476,-9.58850674003336,-0.176311274413078,-6.33110526627867,-6.33110526627867
0.000298876087216018,0.00931816970140278,0.00931816970140278,0.651150010185334,-7.20110888210503,-0.251685274181713,-5.65626360398162,-5.65626360398162
0.000370976429842622,0.0132267776410176,0.0132267776410176,0.59287619610692,-6.68418405375357,-0.379694559740058,-4.89620968381921,-4.89620968381921
0.000102542758536854,0,0,1,-10.0537300603248,0,0,0
4.40586913275661e-07,0.00523278451466847,0.00523278451466847,0.731579185871212,-12.7099830462639,-0.274236299939222,-5.49567060679724,-5.49567060679724
0.000167262241622382,0.0023636446837558,0.0023636446837558,0.814985262543258,-7.92904079251184,-0.115763429766232,-7.14260439153619,-7.14260439153619
0.000987483864403744,0.000894320445402507,0.000894320445402507,0.883956518005248,-5.86833105401071,-0.0411486289347321,-9.17425710389563,-9.17425710389563
5.90432743437978e-05,0.00258526479167477,0.00258526479167477,0.806959062257444,-9.30711307773292,-0.127498605136056,-6.95529908091733,-6.95529908091733
0.000298222516940453,0.00250157304297518,0.00250157304297518,0.809943380347637,-7.38704763635863,-0.123054632580878,-7.02405429072468,-7.02405429072468
0.00128066985171396,0.0011510945509458,0.0011510945509458,0.868893240801089,-5.71837555308101,-0.0537116248184013,-8.64763607978166,-8.64763607978166
0.00475703121964476,0.000627288259795123,0.000627288259795123,0.902326259505793,-4.67983626322198,-0.0283653808352259,-9.91192637440572,-9.91192637440572
0.00398722649594949,0.0024012129449181,0.0024012129449181,0.813596160343069,-4.35176916064758,-0.117745268922835,-7.10963598456995,-7.10963598456995
0.00478184725814926,0.000460854257872541,0.000460854257872541,0.915973351665492,-4.64989110602837,-0.0205690400584942,-10.5508009149378,-10.5508009149378
0.00610511520084283,0.0019219682905659,0.0019219682905659,0.832326838011765,-3.81384512653144,-0.0927077936919672,-7.57536903650714,-7.57536903650714
0.00452645420287562,0.00203288466799498,0.00203288466799498,0.827781449434631,-4.46538911699411,-0.0984537247635376,-7.45795092946639,-7.45795092946639
0.0234251723398126,0,0,1,-2.61269785334755,0,0,0
0.0315293127991335,0.000388972899542991,0.000388972899542991,0.922666308048201,-1.96739963164636,-0.017249199917203,-10.9011861599422,-10.9011861599422
0.00243984356718339,0.000998516596861031,0.000998516596861031,0.877596813451407,-4.74784051140769,-0.0462169280896753,-8.9444709646668,-8.9444709646668
0.000453682596686702,0.00778318593383014,0.00778318593383014,0.678243278121395,-6.10571488583319,-0.423407665581452,-4.6993987041481,-4.6993987041481
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0.00035406601647362,0.0169798576664938,0.0169798576664938,0.546692299115918,-8.05437591741727,-0.197301082720629,-6.11647709181527,-6.11647709181527
0.00154083705123816,0.00292643113600983,0.00292643113600983,0.79531973105981,-6.44535688222355,-0.0244162552710809,-10.2097967677477,-10.2097967677477
