logAlpha,logBeta1,logBeta2,logRho,logGammaMUK,logGammaMEU,logGammaMW,logMu,muBar,logGammaH,logGammaK
-0.0632773093820677,-0.0864771391405695,-0.0776829519856508,0,0.436408507777296,-0.563591492222704,-0.563591492222704,0.00110976304905232,0.00110976304905232,0.000665857829431391,0.000665857829431391
-0.0632773093820677,-0.0864771391405695,-0.0776829519856508,0,0.102186367879759,-0.897813632120241,-0.897813632120241,0.000174369020600653,0.000174369020600653,0.000104621412360392,0.000104621412360392
-0.0632773093820677,-0.0864771391405695,-0.0776829519856508,0,0.0979498196448135,-0.902050180355186,-0.902050180355186,0.000129663225429586,0.000129663225429586,7.77979352577513e-05,7.77979352577513e-05
-0.0632773093820677,-0.0864771391405695,-0.0776829519856508,0,0.115683441219236,-0.884316558780764,-0.884316558780764,2.79184467999576e-05,2.79184467999576e-05,1.67510680799746e-05,1.67510680799746e-05
-0.0632773093820677,-0.0864771391405695,-0.0776829519856508,0,0.070436708101369,-0.929563291898631,-0.929563291898631,0.000426676376058942,0.000426676376058942,0.000256005825635365,0.000256005825635365
-0.0632773093820677,-0.0864771391405695,-0.0776829519856508,0,0.0961994740122728,-0.903800525987727,-0.903800525987727,4.92216159209972e-06,4.92216159209972e-06,2.95329695525983e-06,2.95329695525983e-06
-0.0632773093820677,-0.0864771391405695,-0.0776829519856508,0,0.11083129480095,-0.88916870519905,-0.88916870519905,5.96673849812745e-06,5.96673849812745e-06,3.58004309887647e-06,3.58004309887647e-06
-0.0632773093820677,-0.0864771391405695,-0.0776829519856508,0,0.150302568609484,-0.849697431390516,-0.849697431390516,3.67540377725535e-06,3.67540377725535e-06,2.20524226635321e-06,2.20524226635321e-06
-0.0632773093820677,-0.0864771391405695,-0.0776829519856508,0,0.118686273524528,-0.881313726475472,-0.881313726475472,8.16596610683474e-06,8.16596610683474e-06,4.89957966410084e-06,4.89957966410084e-06
-0.0632773093820677,-0.0864771391405695,-0.0776829519856508,0,0.0127635462655983,-0.987236453734402,-0.987236453734402,4.77653373745994e-05,4.77653373745994e-05,2.86592024247596e-05,2.86592024247596e-05
-0.0632773093820677,-0.0864771391405695,-0.0776829519856508,0,0.0362884295114112,-0.963711570488589,-0.963711570488589,1.72635872370952e-06,1.72635872370952e-06,1.03581523422571e-06,1.03581523422571e-06
-0.0632773093820677,-0.0864771391405695,-0.0776829519856508,0,0.0284944863489787,-0.971505513651021,-0.971505513651021,1.45212903654182e-05,1.45212903654182e-05,8.71277421925092e-06,8.71277421925092e-06
-0.0632773093820677,-0.0864771391405695,-0.0776829519856508,0,0.107520537805568,-0.892479462194432,-0.892479462194432,9.20601878243805e-06,9.20601878243805e-06,5.52361126946283e-06,5.52361126946283e-06
-0.0632773093820677,-0.0864771391405695,-0.0776829519856508,0,0,0,0,1.74090254563185e-05,1.74090254563185e-05,0,1.04454152737911e-05
-0.133347287517031,-0.341201102587341,-0.321023159808825,0.00737342610432357,0.0534399765308559,-0.946560023469144,-0.946560023469144,0.000315814381259655,0.000315814381259655,0.000189488628755793,0.000189488628755793
-0.133347287517031,-0.341201102587341,-0.321023159808825,0,0.0868500996868651,-0.913149900313135,-0.913149900313135,0.000235224936719784,0.000235224936719784,0.00014113496203187,0.00014113496203187
1.24724670410167,1.36016565129331,1.31310530989731,-0.416169472139198,0.233456410879254,-0.766543589120746,-0.766543589120746,-0.986295347129204,-0.986295347129204,0.00822279172247735,0.00822279172247735
-0.133347287517031,-0.341201102587341,-0.321023159808825,0.00737342610432357,0.103565560640469,-0.896434439359531,-0.896434439359531,0.00516805405918449,0.00516805405918449,0.00310083243551069,0.00310083243551069
-0.133347287517031,-0.341201102587341,-0.321023159808825,0.00737342610432357,0.17116109617763,-0.82883890382237,-0.82883890382237,0.000921224674921012,0.000921224674921012,0.000552734804952607,0.000552734804952607
-0.133347287517031,-0.341201102587341,-0.321023159808825,0,0.191380234479049,-0.808619765520951,-0.808619765520951,0.00182506231920299,0.00182506231920299,0.00109503739152179,0.00109503739152179
-0.133347287517031,-0.341201102587341,-0.321023159808825,0,0.110714662507863,-0.889285337492137,-0.889285337492137,0.00297930957274149,0.00297930957274149,0.00178758574364489,0.00178758574364489
-0.133347287517031,-0.341201102587341,-0.321023159808825,0.00737342610432357,0.158034000224562,-0.841965999775438,-0.841965999775438,6.96724964188408e-05,6.96724964188408e-05,4.18034978513045e-05,4.18034978513045e-05
-0.133347287517031,-0.341201102587341,-0.321023159808825,0.00737342610432357,0.110498806229656,-0.889501193770344,-0.889501193770344,1.17066270868537e-05,1.17066270868537e-05,7.02397625211224e-06,7.02397625211224e-06
-0.133347287517031,-0.341201102587341,-0.321023159808825,0.00737342610432357,0.196503908025817,-0.803496091974183,-0.803496091974183,5.4266875738799e-05,5.4266875738799e-05,3.25601254432794e-05,3.25601254432794e-05
-0.133347287517031,-0.341201102587341,-0.321023159808825,0,0.137723783285215,-0.862276216714785,-0.862276216714785,7.93282365631081e-05,7.93282365631081e-05,4.75969419378649e-05,4.75969419378649e-05
-0.133347287517031,-0.341201102587341,-0.321023159808825,0.00737342610432357,0.175356354256833,-0.824643645743167,-0.824643645743167,0.000363532093688292,0.000363532093688292,0.000218119256212975,0.000218119256212975
-0.133347287517031,-0.341201102587341,-0.321023159808825,0,0.124957172406121,-0.875042827593879,-0.875042827593879,6.64136084191115e-06,6.64136084191115e-06,3.98481650514669e-06,3.98481650514669e-06
-0.133347287517031,-0.341201102587341,-0.321023159808825,0,0.196064735528238,-0.803935264471762,-0.803935264471762,0.000191882658721939,0.000191882658721939,0.000115129595233164,0.000115129595233164
-0.133347287517031,-0.341201102587341,-0.321023159808825,0.00737342610432357,0.105805841603977,-0.894194158396023,-0.894194158396023,1.91073104695068e-05,1.91073104695068e-05,1.14643862817041e-05,1.14643862817041e-05
-0.133347287517031,-0.341201102587341,-0.321023159808825,0,0.0380128883595776,-0.961987111640422,-0.961987111640422,4.73948369701083e-07,4.73948369701083e-07,0,2.8436902182065e-07
-0.021770533434358,-0.0397123204616034,-0.0391076527646392,0.38229200776945,0,0,0,1.87987616882245e-06,1.87987616882245e-06,1.12792570129347e-06,1.12792570129347e-06
-0.021770533434358,-0.0397123204616034,-0.0391076527646392,0,0.10796084835009,-0.89203915164991,-0.89203915164991,0.000138095090564782,0.000138095090564782,8.28570543388693e-05,8.28570543388693e-05
-0.021770533434358,-0.0397123204616034,-0.0391076527646392,0.38229200776945,0.0724112297448191,-0.927588770255181,-0.927588770255181,1.1418562189578e-06,1.1418562189578e-06,6.85113731374677e-07,6.85113731374677e-07
1.73514374780274,1.9602876795384,1.96089234723536,-0.190897427928556,0.0316289437776279,-0.968371056222372,-0.968371056222372,-0.614612754170156,-0.614612754170156,0.231232347497906,0.231232347497906
-0.021770533434358,-0.0397123204616034,-0.0391076527646392,0.38229200776945,0.0415364514544942,-0.958463548545506,-0.958463548545506,4.059160810905e-05,4.059160810905e-05,2.435496486543e-05,2.435496486543e-05
-0.021770533434358,-0.0397123204616034,-0.0391076527646392,0,0.0513178918757475,-0.948682108124252,-0.948682108124252,7.21778028763651e-07,7.21778028763651e-07,4.33066817258191e-07,4.33066817258191e-07
-0.021770533434358,-0.0397123204616034,-0.0391076527646392,0,0.0390927941100468,-0.960907205889953,-0.960907205889953,4.30387108931282e-05,4.30387108931282e-05,2.58232265358769e-05,2.58232265358769e-05
-0.021770533434358,-0.0397123204616034,-0.0391076527646392,0.38229200776945,0.105829142828359,-0.894170857171641,-0.894170857171641,3.40910923978993e-08,3.40910923978993e-08,2.04546554387396e-08,2.04546554387396e-08
-0.021770533434358,-0.0397123204616034,-0.0391076527646392,0.38229200776945,0.0730147573034946,-0.926985242696505,-0.926985242696505,0.000546715690439576,0.000546715690439576,0.000328029414263746,0.000328029414263746
-0.021770533434358,-0.0397123204616034,-0.0391076527646392,0.38229200776945,0.0968285775737984,-0.903171422426202,-0.903171422426202,4.90679508307158e-06,4.90679508307158e-06,2.94407704984295e-06,2.94407704984295e-06
-0.021770533434358,-0.0397123204616034,-0.0391076527646392,0,0.0382588142549386,-0.961741185745061,-0.961741185745061,1.96761488365263e-06,1.96761488365263e-06,1.18056893019158e-06,1.18056893019158e-06
-0.021770533434358,-0.0397123204616034,-0.0391076527646392,0.38229200776945,0,0,0,0.000118175383233299,0.000118175383233299,7.09052299399797e-05,7.09052299399797e-05
-0.021770533434358,-0.0397123204616034,-0.0391076527646392,0,0,0,0,2.0661029585627e-07,2.0661029585627e-07,1.23966177513762e-07,1.23966177513762e-07
-0.021770533434358,-0.0397123204616034,-0.0391076527646392,0,0,0,0,1.02824627814718e-06,1.02824627814718e-06,6.16947766888308e-07,6.16947766888308e-07
-0.021770533434358,-0.0397123204616034,-0.0391076527646392,0.38229200776945,0.0297067404501562,-0.970293259549844,-0.970293259549844,8.61787936122752e-08,8.61787936122752e-08,5.17072761673651e-08,5.17072761673651e-08
-0.021770533434358,-0.0397123204616034,-0.0391076527646392,0,0,0,0,0.00137388800719905,0.00137388800719905,0,0.000824332804319429
-0.315609322277497,-0.327497974373415,-0.323049903067082,5.89407527917362e-05,0,0,0,6.64056630647119e-05,6.64056630647119e-05,3.98433978388271e-05,3.98433978388271e-05
-0.315609322277497,-0.327497974373415,-0.323049903067082,0,0.00505487291112117,-0.994945127088879,-0.994945127088879,7.32741369207867e-06,7.32741369207867e-06,4.3964482152472e-06,4.3964482152472e-06
-0.315609322277497,-0.327497974373415,-0.323049903067082,5.89407527917362e-05,0.005042456614062,-0.994957543385938,-0.994957543385938,0.000375404204962657,0.000375404204962657,0.000225242522977594,0.000225242522977594
-0.315609322277497,-0.327497974373415,-0.323049903067082,5.89407527917362e-05,0,0,0,0.000254418360132041,0.000254418360132041,0.000152651016079224,0.000152651016079224
1.66778614812081,1.67250202562659,1.67695009693292,-0.599941059247208,0.010221810432548,-0.989778189567452,-0.989778189567452,-0.999920688207559,-0.999920688207559,4.75870754645502e-05,4.75870754645502e-05
-0.315609322277497,-0.327497974373415,-0.323049903067082,0,0.00759851009412027,-0.99240148990588,-0.99240148990588,2.43383359333526e-05,2.43383359333526e-05,1.46030015600115e-05,1.46030015600115e-05
-0.315609322277497,-0.327497974373415,-0.323049903067082,0,0.00490727141533864,-0.995092728584661,-0.995092728584661,0.000295200950659054,0.000295200950659054,0.000177120570395432,0.000177120570395432
-0.315609322277497,-0.327497974373415,-0.323049903067082,5.89407527917362e-05,0.0194880218475455,-0.980511978152454,-0.980511978152454,5.68228679393497e-06,5.68228679393497e-06,3.40937207636098e-06,3.40937207636098e-06
-0.315609322277497,-0.327497974373415,-0.323049903067082,5.89407527917362e-05,0.0104244907100057,-0.989575509289994,-0.989575509289994,8.68345630762891e-07,8.68345630762891e-07,5.21007378457734e-07,5.21007378457734e-07
-0.315609322277497,-0.327497974373415,-0.323049903067082,5.89407527917362e-05,0.0129295495297187,-0.987070450470281,-0.987070450470281,1.97626455877111e-06,1.97626455877111e-06,1.18575873526267e-06,1.18575873526267e-06
-0.315609322277497,-0.327497974373415,-0.323049903067082,0,0.0111931025217675,-0.988806897478232,-0.988806897478232,1.29174282283684e-05,1.29174282283684e-05,7.75045693702105e-06,7.75045693702105e-06
-0.315609322277497,-0.327497974373415,-0.323049903067082,5.89407527917362e-05,0,0,0,8.37030751795412e-06,8.37030751795412e-06,5.02218451077247e-06,5.02218451077247e-06
-0.315609322277497,-0.327497974373415,-0.323049903067082,0,0,0,0,4.17209113592084e-07,4.17209113592084e-07,2.50325468155251e-07,2.50325468155251e-07
-0.315609322277497,-0.327497974373415,-0.323049903067082,0,0,0,0,8.71921919706059e-06,8.71921919706059e-06,5.23153151823636e-06,5.23153151823636e-06
-0.315609322277497,-0.327497974373415,-0.323049903067082,5.89407527917362e-05,0.0125742013213318,-0.987425798678668,-0.987425798678668,1.48817594945267e-06,1.48817594945267e-06,8.92905569671603e-07,8.92905569671603e-07
-0.315609322277497,-0.327497974373415,-0.323049903067082,0,0,0,0,2.20849321093567e-08,2.20849321093567e-08,0,1.3250959265614e-08
-0.0877723774944496,-0.126839352954756,-0.124908071716488,0,0.0564875452725708,-0.943512454727429,-0.943512454727429,4.02290762867322e-06,4.02290762867322e-06,2.41374457720393e-06,2.41374457720393e-06
-0.0877723774944496,-0.126839352954756,-0.124908071716488,0,0.182862515436529,-0.817137484563471,-0.817137484563471,5.9630577249069e-06,5.9630577249069e-06,3.57783463494414e-06,3.57783463494414e-06
-0.0877723774944496,-0.126839352954756,-0.124908071716488,0,0.112867156807663,-0.887132843192337,-0.887132843192337,6.67338290032412e-05,6.67338290032412e-05,4.00402974019447e-05,4.00402974019447e-05
-0.0877723774944496,-0.126839352954756,-0.124908071716488,0,0.103229975060362,-0.896770024939638,-0.896770024939638,1.08090788793382e-06,1.08090788793382e-06,6.48544732760295e-07,6.48544732760295e-07
-0.0877723774944496,-0.126839352954756,-0.124908071716488,0,0.0895005194188488,-0.910499480581151,-0.910499480581151,0.00234831234519627,0.00234831234519627,0.00140898740711776,0.00140898740711776
1.49778015265291,1.86050571511323,1.8624369963515,0,0.123465584353178,-0.876534415646822,-0.876534415646822,-0.990022917084284,-0.990022917084284,0.00598624974942965,0.00598624974942965
-0.0877723774944496,-0.126839352954756,-0.124908071716488,0,0.0994339381225626,-0.900566061877437,-0.900566061877437,4.58878678796116e-05,4.58878678796116e-05,2.7532720727767e-05,2.7532720727767e-05
-0.0877723774944496,-0.126839352954756,-0.124908071716488,0,0.0960149190987629,-0.903985080901237,-0.903985080901237,6.52776547784084e-06,6.52776547784084e-06,3.9166592867045e-06,3.9166592867045e-06
-0.0877723774944496,-0.126839352954756,-0.124908071716488,0,0.0678519687707154,-0.932148031229285,-0.932148031229285,0.000108671292845339,0.000108671292845339,6.52027757072034e-05,6.52027757072034e-05
-0.0877723774944496,-0.126839352954756,-0.124908071716488,0,0.132257943908562,-0.867742056091438,-0.867742056091438,5.04728045160117e-06,5.04728045160117e-06,3.0283682709607e-06,3.0283682709607e-06
-0.0877723774944496,-0.126839352954756,-0.124908071716488,0,0.163009198575318,-0.836990801424682,-0.836990801424682,0.000213430034382628,0.000213430034382628,0.000128058020629577,0.000128058020629577
-0.0877723774944496,-0.126839352954756,-0.124908071716488,0,0,0,0,1.7446328576638e-05,1.7446328576638e-05,1.04677971459828e-05,1.04677971459828e-05
-0.0877723774944496,-0.126839352954756,-0.124908071716488,0,0.0685346008324962,-0.931465399167504,-0.931465399167504,4.50343448009599e-07,4.50343448009599e-07,2.70206068805759e-07,2.70206068805759e-07
-0.0877723774944496,-0.126839352954756,-0.124908071716488,0,0.025088991616822,-0.974911008383178,-0.974911008383178,4.01255693811832e-06,4.01255693811832e-06,2.40753416287099e-06,2.40753416287099e-06
-0.0877723774944496,-0.126839352954756,-0.124908071716488,0,0.0883548863742257,-0.911645113625774,-0.911645113625774,3.99202099820318e-06,3.99202099820318e-06,2.39521259892191e-06,2.39521259892191e-06
-0.0877723774944496,-0.126839352954756,-0.124908071716488,0,0,0,0,0,0,0,0
-0.180145963056541,-0.155929474197286,-0.153555260981947,0,0.119595440025318,-0.880404559974682,-0.880404559974682,1.13933233391699e-11,1.13933233391699e-11,6.83599400350195e-12,6.83599400350195e-12
-0.180145963056541,-0.155929474197286,-0.153555260981947,0,0.0691872839982346,-0.930812716001765,-0.930812716001765,5.42217192651076e-09,5.42217192651076e-09,3.25330315590645e-09,3.25330315590645e-09
-0.180145963056541,-0.155929474197286,-0.153555260981947,0,0.0446864626517504,-0.95531353734825,-0.95531353734825,1.74741979284683e-07,1.74741979284683e-07,1.0484518757081e-07,1.0484518757081e-07
-0.180145963056541,-0.155929474197286,-0.153555260981947,0,0.200752538380318,-0.799247461619682,-0.799247461619682,7.13016430210182e-10,7.13016430210182e-10,4.27809858126109e-10,4.27809858126109e-10
-0.180145963056541,-0.155929474197286,-0.153555260981947,0,0.105362075808402,-0.894637924191598,-0.894637924191598,3.1994092187538e-07,3.1994092187538e-07,1.91964553125228e-07,1.91964553125228e-07
-0.180145963056541,-0.155929474197286,-0.153555260981947,0,0.0910251757861962,-0.908974824213804,-0.908974824213804,2.42126926375219e-06,2.42126926375219e-06,1.45276155825132e-06,1.45276155825132e-06
1.57655686350108,1.84407052580271,1.84644473901805,0,0.0617627385657783,-0.938237261434222,-0.938237261434222,-0.999968469984924,-0.999968469984924,1.89180090455654e-05,1.89180090455654e-05
-0.180145963056541,-0.155929474197286,-0.153555260981947,0,0.102046885093331,-0.897953114906669,-0.897953114906669,4.5730802990505e-07,4.5730802990505e-07,2.7438481794303e-07,2.7438481794303e-07
-0.180145963056541,-0.155929474197286,-0.153555260981947,0,0.103294056497708,-0.896705943502292,-0.896705943502292,1.12056592711814e-06,1.12056592711814e-06,6.72339556270885e-07,6.72339556270885e-07
-0.180145963056541,-0.155929474197286,-0.153555260981947,0,0.0935623483292136,-0.906437651670786,-0.906437651670786,1.01727235884718e-06,1.01727235884718e-06,6.10363415308311e-07,6.10363415308311e-07
-0.180145963056541,-0.155929474197286,-0.153555260981947,0,0.183002928585425,-0.816997071414575,-0.816997071414575,8.95212714416506e-06,8.95212714416506e-06,5.37127628649903e-06,5.37127628649903e-06
-0.180145963056541,-0.155929474197286,-0.153555260981947,0,0,0,0,9.9680372913102e-07,9.9680372913102e-07,5.98082237478612e-07,5.98082237478612e-07
-0.180145963056541,-0.155929474197286,-0.153555260981947,0,0.0803151260986704,-0.91968487390133,-0.91968487390133,3.86723769732151e-07,3.86723769732151e-07,2.32034261839291e-07,2.32034261839291e-07
-0.180145963056541,-0.155929474197286,-0.153555260981947,0,0.057338684141289,-0.942661315858711,-0.942661315858711,6.86132115435231e-07,6.86132115435231e-07,4.11679269261138e-07,4.11679269261138e-07
-0.180145963056541,-0.155929474197286,-0.153555260981947,0,0.0965094465524451,-0.903490553447555,-0.903490553447555,4.57305841896744e-07,4.57305841896744e-07,2.74383505138046e-07,2.74383505138046e-07
-0.180145963056541,-0.155929474197286,-0.153555260981947,0,0,0,0,0,0,0,0
-0.139502013595135,-0.241145227862356,-0.228683187621455,0.00196615658056256,0.0161750098569536,-0.983824990143046,-0.983824990143046,1.71817896682308e-07,1.71817896682308e-07,1.03090738009385e-07,1.03090738009385e-07
-0.139502013595135,-0.241145227862356,-0.228683187621455,0,0.0472413049992569,-0.952758695000743,-0.952758695000743,4.29468796608945e-06,4.29468796608945e-06,2.57681277965367e-06,2.57681277965367e-06
-0.139502013595135,-0.241145227862356,-0.228683187621455,0.00196615658056256,0.0877541328474336,-0.912245867152566,-0.912245867152566,2.62994308387604e-06,2.62994308387604e-06,1.57796585032562e-06,1.57796585032562e-06
-0.139502013595135,-0.241145227862356,-0.228683187621455,0.00196615658056256,0.0321468593680033,-0.967853140631997,-0.967853140631997,7.23850115078128e-06,7.23850115078128e-06,4.34310069046877e-06,4.34310069046877e-06
-0.139502013595135,-0.241145227862356,-0.228683187621455,0.00196615658056256,0.0800129755065964,-0.919987024493404,-0.919987024493404,5.95579256755378e-05,5.95579256755378e-05,3.57347554053227e-05,3.57347554053227e-05
-0.139502013595135,-0.241145227862356,-0.228683187621455,0,0.0457869356857897,-0.95421306431421,-0.95421306431421,6.51583750342615e-06,6.51583750342615e-06,3.90950250205569e-06,3.90950250205569e-06
-0.139502013595135,-0.241145227862356,-0.228683187621455,0,0.0674685937680277,-0.932531406231972,-0.932531406231972,9.65664261793172e-06,9.65664261793172e-06,5.79398557075903e-06,5.79398557075903e-06
1.60710167736742,1.75885477213764,1.77131681237854,-0.598033843419437,0.13743033495951,-0.86256966504049,-0.86256966504049,-0.998646152587009,-0.998646152587009,0.000812308447794496,0.000812308447794496
-0.139502013595135,-0.241145227862356,-0.228683187621455,0.00196615658056256,0.071737423289575,-0.928262576710425,-0.928262576710425,0.000138555259697988,0.000138555259697988,8.31331558187925e-05,8.31331558187925e-05
-0.139502013595135,-0.241145227862356,-0.228683187621455,0.00196615658056256,0.0929803321128362,-0.907019667887164,-0.907019667887164,2.64492576600284e-05,2.64492576600284e-05,1.5869554596017e-05,1.5869554596017e-05
-0.139502013595135,-0.241145227862356,-0.228683187621455,0,0.100590920315342,-0.899409079684658,-0.899409079684658,2.13210421530994e-05,2.13210421530994e-05,1.27926252918596e-05,1.27926252918596e-05
-0.139502013595135,-0.241145227862356,-0.228683187621455,0.00196615658056256,0,0,0,1.18737340810215e-05,1.18737340810215e-05,7.12424044861287e-06,7.12424044861287e-06
-0.139502013595135,-0.241145227862356,-0.228683187621455,0,0.0590209742784638,-0.940979025721536,-0.940979025721536,2.8689904049734e-07,2.8689904049734e-07,1.72139424298404e-07,1.72139424298404e-07
-0.139502013595135,-0.241145227862356,-0.228683187621455,0,0.0209920214984269,-0.979007978501573,-0.979007978501573,1.50035288660679e-06,1.50035288660679e-06,9.00211731964071e-07,9.00211731964071e-07
-0.139502013595135,-0.241145227862356,-0.228683187621455,0.00196615658056256,0.0849951173584679,-0.915004882641532,-0.915004882641532,7.23011046775111e-06,7.23011046775111e-06,4.33806628065066e-06,4.33806628065066e-06
-0.139502013595135,-0.241145227862356,-0.228683187621455,0,0,0,0,1.65075978519913e-07,1.65075978519913e-07,0,9.90455871119479e-08
-0.176092970463533,-0.210252922518328,-0.207051569664569,5.66699028755502e-05,0.030074825937919,-0.969925174062081,-0.969925174062081,1.29333718412254e-05,1.29333718412254e-05,7.76002310473523e-06,7.76002310473523e-06
-0.176092970463533,-0.210252922518328,-0.207051569664569,0,0.0715369314949179,-0.928463068505082,-0.928463068505082,4.63521241469649e-05,4.63521241469649e-05,2.78112744881789e-05,2.78112744881789e-05
-0.176092970463533,-0.210252922518328,-0.207051569664569,5.66699028755502e-05,0.0859632981764181,-0.914036701823582,-0.914036701823582,6.76306839248787e-05,6.76306839248787e-05,4.05784103549272e-05,4.05784103549272e-05
-0.176092970463533,-0.210252922518328,-0.207051569664569,5.66699028755502e-05,0.135015265420372,-0.864984734579628,-0.864984734579628,7.57626803779829e-05,7.57626803779829e-05,4.54576082267897e-05,4.54576082267897e-05
-0.176092970463533,-0.210252922518328,-0.207051569664569,5.66699028755502e-05,0.118349304953113,-0.881650695046887,-0.881650695046887,0.000702302775598757,0.000702302775598757,0.000421381665359254,0.000421381665359254
-0.176092970463533,-0.210252922518328,-0.207051569664569,0,0.0699602181310935,-0.930039781868906,-0.930039781868906,0.000205220285784189,0.000205220285784189,0.000123132171470514,0.000123132171470514
-0.176092970463533,-0.210252922518328,-0.207051569664569,0,0.0911192351690069,-0.908880764830993,-0.908880764830993,0.000358209325181315,0.000358209325181315,0.000214925595108789,0.000214925595108789
-0.176092970463533,-0.210252922518328,-0.207051569664569,5.66699028755502e-05,0.0969901357457517,-0.903009864254248,-0.903009864254248,8.03993870710928e-05,8.03993870710928e-05,4.82396322426557e-05,4.82396322426557e-05
1.71767652567657,1.78974707748167,1.79294843033543,-0.599943330097124,0.121711690248652,-0.878288309751348,-0.878288309751348,-0.98988246666916,-0.98988246666916,0.00607051999850379,0.00607051999850379
-0.176092970463533,-0.210252922518328,-0.207051569664569,5.66699028755502e-05,0.0933170345461515,-0.906682965453849,-0.906682965453849,9.94865602823568e-05,9.94865602823568e-05,5.96919361694141e-05,5.96919361694141e-05
-0.176092970463533,-0.210252922518328,-0.207051569664569,0,0.163990302266743,-0.836009697733257,-0.836009697733257,0.000174222019674461,0.000174222019674461,0.000104533211804677,0.000104533211804677
-0.176092970463533,-0.210252922518328,-0.207051569664569,5.66699028755502e-05,0.121140487803519,-0.878859512196481,-0.878859512196481,6.5168958842005e-05,6.5168958842005e-05,3.9101375305203e-05,3.9101375305203e-05
-0.176092970463533,-0.210252922518328,-0.207051569664569,0,0.0627519367097507,-0.937248063290249,-0.937248063290249,6.27290485823467e-06,6.27290485823467e-06,3.7637429149408e-06,3.7637429149408e-06
-0.176092970463533,-0.210252922518328,-0.207051569664569,0,0.0513063719515926,-0.948693628048407,-0.948693628048407,7.39670102598956e-06,7.39670102598956e-06,4.43802061559373e-06,4.43802061559373e-06
