m,mUK,mEU,mW,gammaM,gammaMUK,gammaMEU,gammaMW
0.0201636213258748,0.976155807155044,0.0119220964224782,0.0119220964224782,0.00711077553156235,0.890215752225779,0.000797710692730184,0.000797710692730184
0.0105519874920358,0.745555772376209,0.127222113811895,0.127222113811895,0.00881595880325706,0.667713668678717,0.0083596748879437,0.0083596748879437
0.029699561902365,0.900650125767391,0.0496749371163046,0.0496749371163046,0.0224152173576909,0.787004681470519,0.00318474877146142,0.00318474877146142
0.00311358660577457,0.917176120251306,0.0414119398743471,0.0414119398743471,0.00428985922915784,0.80419647763024,0.00266410693774073,0.00266410693774073
0.0899794368694678,0.938219754062786,0.0308901229686069,0.0308901229686069,0.0921701859230127,0.829009304138546,0.00200258574406094,0.00200258574406094
0.196521400542473,0.880894663697075,0.0595526681514624,0.0595526681514624,0.166914414568534,0.768312581813316,0.00381093762991794,0.00381093762991794
0.0197057269828982,0.923293648073369,0.0383531759633153,0.0383531759633153,0.0191810740130989,0.811019231805436,0.0024717770126404,0.0024717770126404
0.0134672643373563,0.928609352461556,0.0356953237692222,0.0356953237692222,0.00877892445957761,0.817189026492016,0.0023047161723855,0.0023047161723855
0.0260293166744411,0.965149959751483,0.0174250201242585,0.0174250201242585,0.0267086525763809,0.868899952124631,0.00115097241651553,0.00115097241651553
0.0141509488870269,0.863324774841314,0.0683376125793432,0.0683376125793432,0.00805131310586875,0.752976275909796,0.00437304093173008,0.00437304093173008
0.0445871714691346,0.794605889172781,0.10269705541361,0.10269705541361,0.0365269945391604,0.700553601669532,0.00664299970504183,0.00664299970504183
0.0206143552311435,1,0,0,0.0124934280206328,1,0,0
0.00923475166114015,0.964420004808217,0.0177899975958914,0.0177899975958914,0.00297680816806344,0.867627789846277,0.00117424787781739,0.00117424787781739
0.0147112718821014,0.995507023512398,0.00224648824380127,0.00224648824380127,0.00701104078471202,0.950451474266705,0.000157364375087242,0.000157364375087242
0.0178563798254558,0.939838831015716,0.0300805844921421,0.0300805844921421,0.00718698607510433,0.831096813197751,0.00195164648655059,0.00195164648655059
0,0,0,0,0,0,0,0
0.000167580695451308,0.826133833688936,0.0869330831555322,0.0869330831555322,4.41354191880069e-05,0.775112189224214,0.00357576731871233,0.00357576731871233
0.00081486437727836,0.940722551912645,0.0296387240436774,0.0296387240436774,0.000508305010387083,0.866412312270583,0.0011967200667631,0.0011967200667631
0.00349582985752071,0.975652452287262,0.0121737738563691,0.0121737738563691,0.00201790412188117,0.912623954640826,0.000499219986081569,0.000499219986081569
0.000207230088575143,0.581548295917801,0.2092258520411,0.2092258520411,0.000239975722976657,0.638796504905506,0.0100753954165352,0.0100753954165352
0.00340893283396339,0.863417551243713,0.0682912243781434,0.0682912243781434,0.00263857227688986,0.800377015401852,0.00277529175466385,0.00277529175466385
0.00914510186752873,0.897366489354393,0.0513167553228036,0.0513167553228036,0.00589110134089544,0.826235231054516,0.00207139565672697,0.00207139565672697
0.0220465881044298,0.952904738158005,0.0235476309209973,0.0235476309209973,0.0162391988834261,0.880289158743588,0.000953658968786167,0.000953658968786167
0.00616299806628426,0.871614333439278,0.0641928332803611,0.0641928332803611,0.00303935945980635,0.80631979657059,0.00260339168931286,0.00260339168931286
0.00568115632878294,0.868553996477582,0.0657230017612089,0.0657230017612089,0.00435226114214046,0.804081549112336,0.00266741552693792,0.00266741552693792
0.00965656038997757,0.891651813974837,0.0541740930125814,0.0541740930125814,0.0041690751426254,0.82162921636645,0.00218847825621928,0.00218847825621928
0.0155333382375631,0.636036883635513,0.181981558182244,0.181981558182244,0.0103724726120897,0.667484214699992,0.00837251796771056,0.00837251796771056
0.00893552311435523,1,0,0,0.00397597698324412,1,0,0
0.011741072836614,0.919980604011286,0.0400096979943572,0.0400096979943572,0.0028151706700475,0.845820267282904,0.00161262987006134,0.00161262987006134
0.0102049559813137,0.959511270598394,0.0202443647008029,0.0202443647008029,0.00350607195569249,0.888610356416477,0.000821931174763625,0.000821931174763625
0.0100027720591982,0.88485043993265,0.057574780033675,0.057574780033675,0.00303188869236574,0.816295180168969,0.00232851831846481,0.00232851831846481
0,0,0,0,0,0,0,0
0.00837325411177379,0.996196905271185,0.00190154736440724,0.00190154736440724,0.00198088936047158,0.967911611229965,6.5407735968136e-05,6.5407735968136e-05
0.0130956613511751,0.966442283565118,0.0167788582174409,0.0167788582174409,0.00727075444988505,0.907749130899519,0.000557935224508207,0.000557935224508207
0.0119328385527133,0.884413936510167,0.0577930317449166,0.0577930317449166,0.00608042278982066,0.832192522136938,0.00192519695795126,0.00192519695795126
0.00952774764708462,0.984657994597968,0.00767100270101598,0.00767100270101598,0.00890298565565209,0.93673970183122,0.000258355141806548,0.000258355141806548
0.0308086885405199,0.903480559266938,0.0482597203665308,0.0482597203665308,0.0211087805309922,0.846376125236227,0.00160051906235479,0.00160051906235479
0.0149620917357386,0.968505615065438,0.0157471924672809,0.0157471924672809,0.00858479550970638,0.910522572107915,0.000524110869873664,0.000524110869873664
0.0155492343645184,0.931160239238992,0.0344198803805042,0.0344198803805042,0.0101406332637594,0.86961482360898,0.00113800278625879,0.00113800278625879
0.165173408542637,0.736094264486963,0.131952867756518,0.131952867756518,0.0755631780841377,0.744026427048063,0.00472177424177078,0.00472177424177078
0.0435111842880956,0.922210914300319,0.0388945428498406,0.0388945428498406,0.0294836243926593,0.861671411321078,0.00128656447505692,0.00128656447505692
0.0398008943246653,0.87076289045261,0.0646185547736948,0.0646185547736948,0.0153432977568935,0.822684677934141,0.00216133553995333,0.00216133553995333
0.0254953924145628,0.849862188208212,0.075068905895894,0.075068905895894,0.0141234391941775,0.808936692619203,0.00252963331247187,0.00252963331247187
0.0273661800486618,1,0,0,0.010711121048135,1,0,0
0.0116219469223921,0.947361082592929,0.0263194587035357,0.0263194587035357,0.00247548136307775,0.885441526847852,0.000870868851194768,0.000870868851194768
0.015248356800665,0.993548456021598,0.00322577198920081,0.00322577198920081,0.00472240113743401,0.958456621969737,0.000110166241647605,0.000110166241647605
0.0337685783834088,0.891372694839844,0.0543136525800782,0.0543136525800782,0.00910098939966355,0.837233935257844,0.00180604249369493,0.00180604249369493
0.00205131048247377,1,0,0,0.00193674994420348,1,0,0
0.0353942418764203,0.99192697688916,0.00403651155542007,0.00403651155542007,0.0112199110267763,0.940754843279358,0.00022612378879903,0.00022612378879903
0.0257669494809601,0.9521519418038,0.0239240290981,0.0239240290981,0.0190248833688597,0.862043669577873,0.00127938314192714,0.00127938314192714
0.0330571352287043,0.930342416466813,0.0348287917665938,0.0348287917665938,0.0222675306056064,0.835463092280532,0.00184742215834195,0.00184742215834195
0.0193542209441599,0.82902154371604,0.0854892281419802,0.0854892281419802,0.0238220293396153,0.748198591055789,0.00455728047413338,0.00455728047413338
0.0635261990207542,0.867653793641589,0.0661731031792057,0.0661731031792057,0.0576091055361923,0.777307948076659,0.00350163949572123,0.00350163949572123
0.0451733640481597,0.954290489931597,0.0228547550342017,0.0228547550342017,0.0344736688059428,0.864973995858763,0.00122360803023754,0.00122360803023754
0.0502579440055847,0.921590113370013,0.0392049433149935,0.0392049433149935,0.0434762412609347,0.826064244679771,0.00207567875444619,0.00207567875444619
0.0414714511952757,0.911032623071837,0.0444836884640814,0.0444836884640814,0.0239786151461648,0.815426814940476,0.00235177160799484,0.00235177160799484
0.186595330692267,0.860169715059325,0.0699151424703373,0.0699151424703373,0.167716201056758,0.77139035504588,0.00370343388579594,0.00370343388579594
0.0513555782650701,0.917710685216943,0.0411446573915287,0.0411446573915287,0.0260689526749317,0.822073999844185,0.00217701723412191,0.00217701723412191
0.0454680545046143,0.754308805561516,0.122845597219242,0.122845597219242,0.0336943196413588,0.698912214704051,0.00672320480938447,0.00672320480938447
0.0447173656630105,0.861452754183229,0.0692736229083855,0.0692736229083855,0.0222868417851912,0.772394042178236,0.00366875444631865,0.00366875444631865
0.029849285958999,0.963440781612365,0.0182796091938174,0.0182796091938174,0.00851619622380141,0.878433932141323,0.000984451390206137,0.000984451390206137
0.0220873671999373,0.975840052040295,0.0120799739798527,0.0120799739798527,0.0090524228566294,0.90001959989965,0.000658085950708792,0.000658085950708792
0.0297435762437747,0.832847068665428,0.0835764656672858,0.0835764656672858,0.010634254563176,0.75093840799403,0.00445108973603113,0.00445108973603113
0.0799040873747384,1,0,0,0.102564779137835,1,0,0
0.0221291975122481,0.988978289205679,0.00551085539716041,0.00551085539716041,0.0461593177611429,0.690698779280609,0.00713324704369727,0.00713324704369727
0.0314918390493822,0.807139286655218,0.0964303566723912,0.0964303566723912,0.100116259299136,0.265396053189141,0.0587659911524139,0.0587659911524139
0.0305733199205142,0.827992624187308,0.0860036879063458,0.0860036879063458,0.0913344083827995,0.283680520305264,0.0546117936008764,0.0546117936008764
0.0284449745255594,0.946768875505058,0.0266155622474712,0.0266155622474712,0.193725131834436,0.471376152567588,0.0245598437170778,0.0245598437170778
0.0668706468614046,0.811875901572853,0.0940620492135734,0.0940620492135734,0.264184851001381,0.269362295208669,0.0578399499066412,0.0578399499066412
0.018454672076208,0.844012950030952,0.0779935249845241,0.0779935249845241,0.0634160441183297,0.299360694702946,0.051270852157887,0.051270852157887
0.0292313075790948,0.820376599445937,0.0898117002770316,0.0898117002770316,0.111231216480719,0.276748244896081,0.0561527265374241,0.0561527265374241
0.0900257678749845,0.822617720196487,0.0886911399017565,0.0886911399017565,0.229784431019509,0.278756024444966,0.0557022524449989,0.0557022524449989
0.0613523194888551,0.887686908521127,0.0561565457394366,0.0561565457394366,0.267326182165215,0.352279431383885,0.0413041963452322,0.0413041963452322
0.191784711938177,0.779693910441207,0.110153044779397,0.110153044779397,0.409775249798289,0.24424885634586,0.0639545167428473,0.0639545167428473
0.0509943285301509,0.831021893081694,0.0844890534591529,0.0844890534591529,0.165102430948431,0.286526641725586,0.05399074347101,0.05399074347101
0.0460766296511172,0.999736248819316,0.000131875590341884,0.000131875590341884,0.186845801271273,0.940272490024591,0.000229878855600156,0.000229878855600156
0.0204427993446761,0.888482573826258,0.0557587130868712,0.0557587130868712,0.0280340198851317,0.353426244330462,0.0411082455573369,0.0411082455573369
0.0299472002145829,0.989146263401121,0.00542686829943956,0.00542686829943956,0.0822479503494415,0.692506909148778,0.00704172721245673,0.00704172721245673
0.0590744054563886,0.910827621584487,0.0445861892077567,0.0445861892077567,0.106726467578711,0.389448829919077,0.0353330301905785,0.0353330301905785
0.0101364306273591,1,0,0,0.102869853650957,1,0,0
0.0267117213907927,0.996499551703477,0.0017502241482613,0.0017502241482613,0.0127416470704182,0.945099214940712,0.000193736694732578,0.000193736694732578
0.0236838453581358,0.883742136859279,0.0581289315703604,0.0581289315703604,0.0247820323659199,0.724019263861005,0.00555820831012931,0.00555820831012931
0.016997424955746,0.833604156143331,0.0831979219283347,0.0831979219283347,0.0162124761013983,0.676449394920888,0.00787963027238579,0.00787963027238579
0.030435977370179,0.959771229842393,0.0201143850788037,0.0201143850788037,0.0548690306367178,0.828080313791727,0.00202548677905077,0.00202548677905077
0.0376267164102122,0.539842395657151,0.230078802171425,0.230078802171425,0.0509996771297642,0.47821927248322,0.0237878183640251,0.0237878183640251
0.0764840275225139,0.957333344229061,0.0213333278854697,0.0213333278854697,0.0851123925283793,0.82345393823692,0.00214167049335328,0.00214167049335328
0.0333713574765358,0.909295914944331,0.0453520425278343,0.0453520425278343,0.0414157919289975,0.752745217612296,0.00438185029607202,0.00438185029607202
0.0411267896519433,0.406790056219681,0.29660497189016,0.29660497189016,0.0377929764644499,0.398840389546549,0.0339410403423517,0.0339410403423517
0.0363710129772062,0.615142610042726,0.192428694978637,0.192428694978637,0.0476681158177145,0.523466002315382,0.0191117486005951,0.0191117486005951
0.0358787761936299,0.648455154889766,0.175772422555117,0.175772422555117,0.0263498563477443,0.544065969418089,0.0172123541530614,0.0172123541530614
0.184127771649816,0.908015133881162,0.0459924330594189,0.0459924330594189,0.191826737657131,0.751203817195746,0.00444087965091763,0.00444087965091763
0.020492700729927,1,0,0,0.0164086111183916,1,0,0
0.0318686285103992,0.928733824615486,0.0356330876922572,0.0356330876922572,0.0130021382209099,0.777857779711636,0.00348321525037612,0.00348321525037612
0.0418199416191469,0.979471472538892,0.010264263730554,0.010264263730554,0.0252764594723016,0.87352845264144,0.00106839288204418,0.00106839288204418
0.0351343746260817,0.860515480158977,0.0697422599205114,0.0697422599205114,0.0177828519263882,0.700834240154681,0.00662934407271924,0.00662934407271924
0.00569654465065351,1,0,0,0.0110028587027345,1,0,0
0.000370825066215996,0.99785066183694,0.00107466908153025,0.00107466908153025,0.000253371865396749,0.942007322758178,0.000216522144618014,0.000216522144618014
0.000744153400556141,0.307816461759096,0.346091769120452,0.346091769120452,0.00112633362252203,0.255149825169378,0.0612256692137278,0.0612256692137278
0.00149292879109919,0.930762540118022,0.0346187299409892,0.0346187299409892,0.00198815600324231,0.720391647642058,0.0057184685929635,0.0057184685929635
0.00517719085878424,0.894824940117054,0.0525875299414728,0.0525875299414728,0.0122853953890538,0.667493091266583,0.00837202090100504,0.00837202090100504
0.00183402719098494,0.988138478213085,0.0059307608934575,0.0059307608934575,0.00355969547713023,0.870863851755244,0.00111553115717301,0.00111553115717301
0.0153053586521614,0.936327629166972,0.0318361854165142,0.0318361854165142,0.0230646788232468,0.730050324486032,0.00529766902045787,0.00529766902045787
0.0021848176344112,0.968501467787229,0.0157492661063856,0.0157492661063856,0.00389050916225429,0.800302278033522,0.00277749270904918,0.00277749270904918
0.0011331527549992,0.852260586870321,0.0738697065648396,0.0738697065648396,0.00124811609129778,0.618036349187479,0.0114326477881277,0.0114326477881277
0.0131096477195889,0.9784884214677,0.0107557892661498,0.0107557892661498,0.0246529328429188,0.831168509227863,0.00194990975031409,0.00194990975031409
0.0126578557820909,0.946674610183821,0.0266626949080897,0.0266626949080897,0.0128962741275293,0.749532665296883,0.00450539336259043,0.00450539336259043
0.0013466712613987,0.834472700493097,0.0827636497534515,0.0827636497534515,0.00185256929935896,0.600013415112812,0.0127006894726201,0.0127006894726201
0.00180653698236811,0.915841321098337,0.0420793394508315,0.0420793394508315,0.00176331611064303,0.696707481839089,0.00683184477985323,0.00683184477985323
3.96355916879312e-05,0.91561836134925,0.042190819325375,0.042190819325375,2.19220414801177e-05,0.69637459773476,0.00684833857485003,0.00684833857485003
0.000385528660447603,0.881753591176774,0.0591232044116129,0.0591232044116129,0.000298876087216018,0.651150010185334,0.00931816970140278,0.00931816970140278
0.0005508969569012,0.827085436894035,0.0864572815529825,0.0864572815529825,0.000370976429842622,0.59287619610692,0.0132267776410176,0.0132267776410176
3.69605492337616e-05,1,0,0,0.000102542758536854,1,0,0
1.10845301887369e-06,0.871867208962248,0.064066395518876,0.064066395518876,4.40586913275661e-07,0.731579185871212,0.00523278451466847,0.00523278451466847
0.000172699579406293,0.943761573782866,0.0281192131085669,0.0281192131085669,0.000167262241622382,0.814985262543258,0.0023636446837558,0.0023636446837558
0.00108319124656998,0.979635892649788,0.0101820536751061,0.0101820536751061,0.000987483864403744,0.883956518005248,0.000894320445402507,0.000894320445402507
3.65886653701816e-05,0.938240184454185,0.0308799077729075,0.0308799077729075,5.90432743437978e-05,0.806959062257444,0.00258526479167477,0.00258526479167477
0.000249503021701316,0.940327259136081,0.0298363704319595,0.0298363704319595,0.000298222516940453,0.809943380347637,0.00250157304297518,0.00250157304297518
0.00125510128734524,0.973501598255336,0.0132492008723321,0.0132492008723321,0.00128066985171396,0.868893240801089,0.0011510945509458,0.0011510945509458
0.0040243110494822,0.985917410145583,0.00704129492720856,0.00704129492720856,0.00475703121964476,0.902326259505793,0.000627288259795123,0.000627288259795123
0.0052233790752095,0.942826845159089,0.0285865774204556,0.0285865774204556,0.00398722649594949,0.813596160343069,0.0024012129449181,0.0024012129449181
0.00386862751829565,0.989768184810796,0.00511590759460215,0.00511590759460215,0.00478184725814926,0.915973351665492,0.000460854257872541,0.000460854257872541
0.0090585134028795,0.954704035651608,0.0226479821741958,0.0226479821741958,0.00610511520084283,0.832326838011765,0.0019219682905659,0.0019219682905659
0.00470203798938919,0.951965140120428,0.0240174299397862,0.0240174299397862,0.00452645420287562,0.827781449434631,0.00203288466799498,0.00203288466799498
0.0326216545012165,1,0,0,0.0234251723398126,1,0,0
0.0808891196767208,0.991412485212119,0.00429375739394051,0.00429375739394051,0.0315293127991335,0.922666308048201,0.000388972899542991,0.000388972899542991
0.00448226557866618,0.977156491679688,0.0114217541601558,0.0114217541601558,0.00243984356718339,0.877596813451407,0.000998516596861031,0.000998516596861031
0.000982418067605436,0.809204321866058,0.0953978390669711,0.0953978390669711,0.000453682596686702,0.678243278121395,0.00778318593383014,0.00778318593383014
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0.000152355777131917,0.906059282949899,0.0469703585250503,0.0469703585250503,0.00035406601647362,0.546692299115918,0.0169798576664938,0.0169798576664938
0.000608283461461502,0.98786608923131,0.00606695538434478,0.00606695538434478,0.00154083705123816,0.79531973105981,0.00292643113600983,0.00292643113600983
3.44517532148931e-05,0.995297198973094,0.00235140051345307,0.00235140051345307,0.000166445240930401,0.864937988359055,0.00122428527741683,0.00122428527741683
0.000119088852543263,0.990036090096662,0.00498195495166878,0.00498195495166878,0.000411223416263125,0.811891329232187,0.00244776940028049,0.00244776940028049
5.28646406931526e-06,0.960795611467458,0.0196021942662713,0.0196021942662713,1.38482988658195e-05,0.670630111347072,0.00819748358731012,0.00819748358731012
0.0011156274240554,0.997658612829049,0.00117069358547562,0.00117069358547562,0.00389467337809473,0.901817001951659,0.000634020834717734,0.000634020834717734
0.000312768930759257,0.981325364775543,0.00933731761222826,0.00933731761222826,0.000663002063468991,0.754821447968775,0.00430305767948209,0.00430305767948209
