logP_uk,logP_eu,logP_w,zOC,pdYBar,EFd,EX1d,EX2d,EId,EMd,deltaV
0.653415036459823,-1.886671314693,-1.886671314693,0.301442621003982,0.16686243310825,0.03484961038669,0.00846318451880761,0.00345178431448088,0.090912002693192,0.148726113154489,0.00606625871076837
0.0496977164119816,-1.886671314693,-1.886671314693,0.250696170471755,1.21927072345684,0.184665282409183,0.0730932455037055,0.0554486847641278,0,0.85542335196711,0.00672727172890727
1.39593943290415,-1.886671314693,-1.886671314693,0.131783606029482,4.9572432346067,0.304647512454788,0.372347292394087,0.368807278754108,1.25223323223575,1.92595272084435,0.0307580234769442
0.121884646730321,-1.886671314693,-1.886671314693,0.209223119793882,2.34011761587188,0.00627544004562244,0.00625452191213704,0.00625452191213705,11.6934669940146,1.03967839572513,-0.0172239911118851
1.78383600926777,-1.886671314693,-1.886671314693,0.181130051951699,2.97231770385838,0.726549530348682,0.126325657618106,0.126959469876611,0.891444498173844,1.15359209089281,0
0.725573132981557,-1.886671314693,-1.886671314693,0.123110393096495,1.82841144520368,0.151802894703607,0.0605600882536052,0.0605600882536051,0,0.946848249496325,0
1.24053855366697,-1.886671314693,-1.886671314693,0.147383334540905,1.2901103047334,0.431720989751945,0.0404159257071571,0.0404159257071571,0,0.169344269046829,0
1.45430722118709,-1.886671314693,-1.886671314693,0.199795733612978,1.57586099334678,0.138356718499187,0.0974825312206791,0.0870530587608946,2.97514240121688,0.692539719999347,-0.00440954253872404
0.942415304712161,-1.886671314693,-1.886671314693,0.330837706244803,2.18687841759167,0.664702976885723,0.179862478960934,0.179862478960934,0.529681010687783,1.24219637503812,0
-2.50368656607688,-1.886671314693,-1.886671314693,0.201961149907542,2.12246136867774,0.0364770411718546,0.156091948793455,0.169034416343547,2.69018948355451,1.22106061709875,-0.000874377979690061
0.261369056772063,-1.886671314693,-1.886671314693,0.193664047107989,1.43342845286846,0.138264678711851,0.0879314659192617,0.0879314659192618,0,0.924379459983633,0
-0.342186658979154,-1.886671314693,-1.886671314693,0.176064476885645,1.32719040115009,0.624615465874287,0.00432587000478241,0.00432587000478241,0.0788250602336254,0.109204415154563,0
0.442873449462935,-1.886671314693,-1.886671314693,0.166430265621148,1.21215902732226,0.464457868656609,0.0228760707796424,0.0228760707796424,0,0.200730862821027,0
-1.37440099798995,-1.886671314693,-1.886671314693,0.127457331935301,2.46416529711652,0.96826274639927,0.000686114778321388,0.000686114778321388,0,0.153116074829634,0
1.193121015367,-1.886671314693,-1.886671314693,0.297354826334261,0.528766509330041,0.322386089650413,0.00378845678814713,0.0240828642678108,0.0220294273859844,0.101763568615916,0.00199140630781086
0.686808640643304,-1.886671314693,-1.886671314693,0.858025290255813,0.447661333387526,0.904144483639796,0.00119024179531972,0.00119024179531973,0,0,0
