date,year,quarter,Agriculture,Forestry,Fishing,Mining,Manufacturing: food,Manufacturing: textiles,Manufacturing: wood,Manufacturing: paper,Printing,Manufacturing: coke,Manufacturing: chemicals,Manufacturing: pharmaceuticals,Manufacturing: rubber,Manufacturing: minerals,Manufacturing: metals,Manufacturing: fabricated metals,Manufacturing: computers,Manufacturing: electrical,Manufacturing: machinery,Manufacturing: motor vehicles,Manufacturing: other transport,Manufacturing: other,Machinery repair,Electricity,Water,Sewerage,Construction,Wholesale/retail: motor vehicles,Wholesale: other,Retail: other,Land transport,Water transport,Air transport,Warehousing,Postal,Accommodation/food services,Publishing,Film,Telecoms,Programming,Financial,Insurance,Other financial/insurance services,Real estate,Imputed rents,Legal/accounting,Architecture,R&D,Advertising,Other professional,Rental services,Employment services,Travel,Other office services,Public administration,Education,Health,Social work,Arts,Sports,Membership organizations,Household goods repair,Other personal services,Household employers
2013-09-30,2013,3,1506102.862692223,100372.09222222224,30386.68312237787,1708994.6386944156,2556088.09720392,803532.0571474987,259376.39560133184,206291.56814886298,846470.4333840264,532053.7878825124,934694.8616504236,2500730.8195268083,714014.1689526705,481188.5974294025,499187.19006959297,761107.9064563198,2620679.7485804153,523953.30524567654,1379956.7453361596,1118197.869394816,1942844.897687808,1234453.5113229672,1017624.798129993,1976195.5508815553,687054.1519696595,684953.1047619374,12788268.325400293,1340361.7890669794,5199848.342137815,14690159.26029114,3050133.6414074413,239389.58979811508,391841.7876897579,1608133.4764911183,1087900.3828809431,7075247.515807756,2931165.1785387504,4028398.815853614,2902533.89894502,13096656.170274923,8941371.443349984,3082058.5944509315,6130255.256221505,2969551.5003512087,0,20974889.519171495,10088940.228956714,2777795.0142882704,4169630.09793513,4685077.174316851,822496.3444565665,2821817.7957325624,1142170.6487955558,4939900.162289692,23622060.322574127,51415106.420606926,30308437.025285993,16591790.071981631,4096282.6134955743,2447019.798437252,4936688.164530481,597808.9507757144,1065427.8868063956,184938.4654142208
2013-12-31,2013,4,1396011.7238033337,92657.92555555559,30526.62756682231,1878584.1942499706,2734089.4580335612,738646.3354928187,313944.2396938071,345251.04585153365,949453.1556062486,445626.97666001215,1148171.488709512,2377618.7859324645,628213.8355354139,490170.2420064291,499807.3567362594,1018790.1119127355,2426261.8884678017,511695.23266724613,1298439.6844586777,1343421.1693228455,1837312.2622484497,1229551.722461798,1142347.6151834698,1994870.0820972228,571373.3406428908,666037.3460093264,12995848.339281233,1288500.3725360741,4656769.30846792,14151770.958575929,2799936.338869417,201244.64535367064,578643.3099747689,1601403.4653195655,1099249.0662311225,7191182.690704528,3190627.2844467205,3790988.521477664,2783059.010069483,13489134.393427506,8795773.720822584,3324325.6618903284,5933585.278353954,3118510.15056245,0,20729273.141526923,9734820.645029876,3099003.108512882,4168952.7312224535,4723312.53501788,748408.2055676779,2895175.845880148,1168489.5947667267,4620083.107352007,22770024.335331373,51785317.656257756,30771346.24257158,16041403.41013442,4369465.60874903,2612514.7796954857,5291045.332733622,697565.0618817394,1313976.267887023,178342.27652651872
2014-03-31,2014,1,1588666.407022396,125385.70333333337,88619.15401921512,1721010.8219681547,2980239.878708409,608708.042420118,378763.1908826362,375140.71251820034,702929.7109668307,497063.11552346975,1380127.634368091,2268486.7684560646,620747.3077576362,476511.53654852975,423111.06772886054,1184988.9395969263,2650639.887691404,413243.68277778756,1644016.6676032254,1694764.771408429,2102873.266505281,1235415.6336230086,1072505.1592733169,1986225.7990036649,682952.3080467267,730534.9237537046,13179504.422466977,1135907.7556782053,4333509.8809816055,15103429.833909819,3016393.290158806,277883.0692070741,612706.3655290795,1847651.9207975976,1275258.3742577543,7664381.150463604,3530502.1786203436,2917605.9548299746,2534545.6434111665,14666797.522149315,8867354.06518675,3242383.7731427955,7275760.771692008,3365393.122608706,0,21288260.4734846,10440398.791550068,3648511.6862133923,3618058.742345581,5351613.528321814,807047.6222343445,2437867.164324082,881006.032175174,5269799.707172784,24018851.315031778,51346668.420619145,31634776.24732363,16403800.035250768,4832787.504603555,3011038.8017266872,5160813.375026853,565426.5340768348,1337820.2088380528,76667.02653838668
2014-06-30,2014,2,1926669.3514532766,178754.7033333333,38677.905344600076,1532839.2553139494,2731755.5751523967,706171.8409711478,217053.97427564836,274063.95148143347,499124.0722729153,474506.87105266144,1186592.477858818,2453498.4525152077,700373.4188687472,465219.3808953179,442971.3121426604,1313710.889600868,2421324.5875073676,528974.7198899938,1420243.551047694,1486877.169322845,2277203.1401666934,1488605.6890372084,1038785.7813351525,1803825.5953865692,744616.5747052978,807217.4292863932,13935963.923656933,977838.032712541,4985062.403074639,15035063.840509508,2708565.035739478,238282.8675758929,710460.8582862408,2167179.709838693,1528533.7496388,7896970.423152801,3114216.9677354004,3051295.448983475,2992473.127331581,14972416.226230169,8488721.676556412,3116554.6896314435,7239183.505997709,3538235.622701763,0,20550954.549753506,10750629.104485685,3541530.1360011674,3997347.992278188,5515644.001799073,785962.9281628927,2467371.7680090377,983106.8199211801,4698207.052776514,24450784.5539779,52878970.4799314,31874462.526521217,16581044.515807517,4986356.399203259,3149428.5684584784,5241348.315765054,531381.7619316694,1233898.917598791,134066.05782400756
2014-09-30,2014,3,1806698.862692223,175753.09222222224,134969.18312237787,1734812.1386944156,2491135.29667444,858468.7074999767,281774.89560133184,306094.068148863,530961.4333840264,598001.2878825124,1033174.3612269922,2365851.6189805437,795440.4181973605,547778.0974294025,400721.44006959297,1525035.1564563198,2239461.9985804153,732967.8052456765,1850914.444776162,1621485.619394816,2271605.8976878077,1422153.0113229672,1061311.3497047,1671999.5508815553,726889.6524007203,995905.6047619374,13280757.274666727,1189796.7890669794,5744005.591687681,14613550.860777896,2861066.792458009,250499.08979811508,718232.7876897579,2077797.9764911183,1281039.8828809431,7403371.215386995,3871093.0788359153,3754247.3656373206,2861915.0994798406,15153625.921487996,9279972.192999031,3153857.8451299476,7247481.855342599,3319655.5003512087,0,20144506.46957471,11561891.178036228,3168530.3639815687,3549631.59793513,5462032.574087588,674604.8444565665,2961501.046576564,963143.1487955558,5272440.813473774,24864252.70741223,52377821.46852477,32149450.591918264,16868054.971173607,5341189.5638587335,2961108.798437252,5547864.365061487,551958.4507757144,1318447.1368063956,137337.9654142208
2014-12-31,2014,4,1442705.7238033337,256965.9255555556,66802.12756682231,2223488.944249971,2615864.8069682117,864349.8354928187,321195.54008977266,495782.54585153365,662911.1556062486,647904.9766600122,942257.9887095119,2608756.2859324645,754398.8355354139,747918.2420064291,457788.8567362594,1531403.3617143712,2422794.1370945107,848621.6335308936,2261590.6838445114,1345111.9193228455,2156616.01224845,1458460.722461798,1240702.3651834698,1795721.2808315062,784719.991472206,1043788.046057773,13452817.029348524,1310200.3725360741,5897744.05846792,14100671.257786477,2522147.338869417,275172.14535367064,773924.3099747689,1743717.0648640906,1413687.3162311225,6827357.488158409,3896527.0840301556,3683223.420945132,3352994.2106300527,14571841.893427506,9347235.920955908,3183606.861864627,6828785.427523876,2992907.40056245,0,20167235.49238561,11311449.945719574,3581021.358150486,3596341.7312224535,6006032.53501788,757195.9555676779,3139637.3477760525,1132938.0947667267,5304790.107352007,25293457.312439375,54959692.3958155,31369440.891875017,16078103.861289605,5701956.209315894,2822078.5296954857,5043854.382154932,382566.5618817394,1340866.267887023,55820.27652651872
2015-03-31,2015,1,1317005.657022396,273952.20333333337,56932.654019215115,2426296.52181633,2386415.978654908,797362.542420118,359332.8899411689,384558.71251820034,676348.4609668307,602781.3655234698,1037438.8341514161,2705518.46936854,879882.3077576362,562618.7865485298,368580.56772886054,1510206.9395969263,1905640.53725424,870867.6827777876,2000673.6676032254,1586774.0724834106,2192427.266505281,1347459.1336230086,1363521.209749391,1732235.798894946,764095.3080467267,879897.123803105,13177320.221460087,1321474.2556782053,6165560.6309816055,14466030.435465643,2892450.8688331223,202013.56920707412,680696.8655290795,1978240.4207975976,1374007.1242577543,7143419.148521923,3703385.4286203436,3772289.9548299746,2812498.4446787904,15521711.572263947,9481550.214276563,2703447.2731427955,6934107.672277182,3281569.522551104,0,20998287.874619093,11259648.790557293,3464758.735876936,4141350.242345581,5621726.928328108,911050.6222343445,3078586.0060637365,1144440.032175174,5828566.457760724,25771341.53628422,54845051.97763361,32478784.297359105,17090274.035715446,6285909.154941728,3031828.3017266872,5297801.524437101,258604.08477034676,1514388.7088380528,179831.02653838668
2015-06-30,2015,2,1183158.8015970907,220023.7033333333,89056.90534460008,2452376.2553139497,2584718.5751523967,820693.8409711478,351098.3232670424,322514.45148143347,677091.5722729153,550251.3710526614,1197604.927642143,2673235.9525152077,814254.4188687472,805528.1308953179,375269.8121426604,1637616.389600868,2077069.3375073676,877851.7198899938,1672068.551047694,1525049.669322845,2073122.9377321533,1179982.1890372084,1806965.581807412,1570596.0959969207,839880.6745321106,932892.4292863932,12014597.674801342,1278093.1336112837,6412507.403074639,14286049.371902559,2775142.535739478,337414.8675758929,527315.9289344342,2114444.2102735685,1199246.2496388,7597830.023587104,3855765.3674698975,3899210.349171921,2882546.377331581,15054457.476230169,10261426.076103989,2931644.6891240887,7032932.404568723,3202524.072237133,0,19500276.750208218,10912495.35361498,3256877.8860011674,3929459.992278188,6224746.681385484,1015396.427743276,3204199.119754643,1221249.3199211801,5903414.05137652,24523689.618926935,53057671.94619374,32874309.106075775,17555073.713681705,5542506.5203466,2824748.8184584784,4931414.71627012,292953.76193166943,1715153.2386131953,156998.05782400756
2015-09-30,2015,3,1477377.862692223,129822.09222222224,45072.68312237787,2337113.138694416,2737788.045339296,966000.4574999767,306945.89560133184,419235.068148863,728171.9333840264,376371.2878825124,1320502.561014132,2614218.618576186,970516.6689526705,787746.1486226398,406100.44006959297,1621871.1564563198,2328208.6480211806,903315.8052456765,1640228.2453361596,1742377.869394816,2006019.2972773465,1344198.0113229672,1559046.798129993,2047870.4506427553,946924.1524007203,757988.9252575429,12248146.825400293,1697790.7890669794,5895293.092137815,13860636.161162417,3322085.3914074413,332823.0897981151,671676.7876897579,2085197.4764911183,1413392.8838168553,7442826.515807756,3643618.1785387504,3724949.815853614,2435939.5994798406,16000511.5203001,9834241.642336037,2933182.8451299476,7264403.605045052,3157542.349807996,0,20166896.369921464,10789431.129070774,2954278.6636718153,3877471.59793513,6262438.473865954,890222.3444565665,3115658.547221248,1200301.1487955558,5474249.962628437,25190543.164830673,52926469.146492794,32256169.650867734,17242986.58866038,5529748.314125762,2923063.798437252,4951767.165735926,318929.75117930933,1819982.6368063956,157032.4654142208
2015-12-31,2015,4,1130941.7238033337,119300.42555555559,33455.62756682231,2495740.944249971,2672689.8070864673,997052.8354928187,255775.04008977266,188474.29585153365,779666.1556062486,379380.0276625146,1326647.488709512,2650971.0359324645,880333.0855354139,498521.7420064291,384098.8567362594,1389772.1119127355,2476328.2866039407,664683.6335308936,1557750.6844586777,1534876.1693228455,1603059.060908728,1350713.972461798,1538372.1151834698,2049812.8812763,657953.241472206,524285.04605777306,12007451.440115126,1474059.8725360741,5231079.307926233,14128943.317304337,2466595.0890496615,292020.14535367064,447301.8099747689,2410885.716319016,1428930.9171298651,6125374.888732139,3544387.0840301556,3470937.521477664,2136205.2106300527,14719305.441233292,10253913.420677435,2696240.9105477934,7583666.126849437,3025524.40056245,0,19722799.14152883,10256434.346529815,2744336.358150486,4014201.8313306,5462173.53501788,880142.4555676779,3146650.646710989,1350064.5947667267,5156813.607352007,24473823.662103586,53789430.73331893,30103155.510143984,16102015.071064577,5085872.618577598,2998760.079290365,3963198.0828518774,342024.36233111075,1463838.517887023,176397.0260039052
2016-03-31,2016,1,1763406.657022396,93589.70333333337,55916.41594767995,2133301.6217575837,2908801.228654908,1136969.729379387,164003.8899411689,324439.71251820034,831989.9609668307,319533.166754854,1431270.834151416,2955772.96936854,890959.8077576362,659055.1356696235,432452.06772886054,1804570.6895969263,2853180.53725424,659387.6827777876,1746790.1676032254,1778862.871860852,1735146.7270880141,1499955.6336230086,1631990.709749391,2056159.3998928708,893231.3080467267,664099.123803105,12826412.021815998,1913613.0561771677,5835139.3809816055,17299059.88235838,3103357.790158806,457375.5692070741,699353.6155290795,2613481.621725332,1524380.4536072721,8071439.549152874,3575133.7278680853,3322318.4548299746,2494308.1441054414,15700882.221509209,10505002.31518675,3227861.4716214943,9012883.821717948,3856096.1232572044,0,22143427.223075476,10489626.292252926,2861190.536341566,4397920.742345581,5640061.428602766,968490.6222343445,3161822.066324509,1455129.032175174,5840106.55710307,25955860.78392197,56533508.13169302,33408054.30033457,17245639.514473304,5822872.403346231,3487470.8017266872,5093727.125026853,549645.5340768348,1438680.7088380528,229493.52653838668
2016-06-30,2016,2,1805030.8015970907,127621.20333333331,32292.405344600076,1888728.9557381438,2888392.2756185527,1125089.3409711476,340699.3232670424,473505.95148143347,758947.5722729153,348982.3725213199,1378312.878562248,2863214.4525152077,858184.4188687472,517040.8808953179,602695.412789633,1620412.889600868,2799145.7369557624,702129.7198899938,2212190.3490136974,2019871.669322845,2251165.141391211,1968265.1890372084,1467338.331807412,2083494.796321933,895497.1745321106,747973.1792863932,13359263.575390331,1934621.1336112837,5386669.653074639,17025045.772060487,3193973.1262851325,344062.3675758929,617410.4289344342,2418794.709838693,1522801.7496388,8310994.773587104,3853979.6174698975,3881461.749279305,2422223.377331581,15382476.57577088,11078681.375450913,3420452.6896314435,9379145.604741149,3994851.222879528,0,23486890.751154263,10928798.304619962,3362988.1360011674,4252947.591651052,5997259.3019261025,958510.677743276,3783011.6704061935,1488029.8199211801,5749407.80137652,27442673.29923051,58052440.24040513,33709898.92653133,17447371.465899833,5230070.398743588,3601326.8184584784,5699236.565765054,828233.2619316694,1500067.917598791,239348.05782400756
2016-09-30,2016,3,1926377.362692223,164520.09222222224,99164.68312237787,1750220.1386944156,2792078.79667444,986540.4574999767,366847.89560133184,471909.568148863,729433.9333840264,326114.2878825124,1165106.811014132,3021945.869377272,655153.6689526705,343481.5974294025,557424.940069593,1258579.1564563198,2816300.2485804153,733524.5552456765,2231033.7453361596,1468185.369394816,1888073.897687808,1656417.0113229672,1394905.948558765,2320798.4534389284,837403.1524007203,457636.8547619374,12190584.295142114,1484894.7890669794,5483889.792306425,17049888.160528224,2920450.840679597,316029.5897981151,565569.7876897579,2980863.4764911183,1697740.682719963,8921907.415624268,4030976.1785387504,4122380.315853614,2781468.500053571,16405025.920828054,11102028.342924263,3258648.8451299476,8342291.056203576,3805684.5003512087,0,22283120.620080102,9301641.277565494,3908649.6139815687,4143377.59793513,5446483.473865954,1135831.8444565665,3216647.5477171587,1547980.1487955558,5808908.212541653,26873299.536670197,55402302.366454914,35247791.131638795,16210012.519833885,5554277.163017974,3480696.298437252,6099721.56462356,850042.9507757144,1695790.3868063956,365087.9654142208
2016-12-31,2016,4,1983853.7238033337,178682.9255555556,155079.6275668223,1447998.9442499706,2429064.7075343127,1010514.6347977809,392295.54008977266,255225.54585153365,652328.1556062486,433594.97666001215,962261.4887095119,2494305.8353900146,464150.83553541393,513305.7420064291,480254.6067362594,1205192.1119127355,2342079.3870945107,827303.3835308936,1635877.6844586777,1308181.1693228455,1928573.5122484497,1455750.222461798,1298524.6151834698,2029423.4131233,936079.741472206,945300.046057773,12911088.789037855,1440547.3725360741,5268914.80846792,16687388.90570804,3147697.338869417,404222.64535367064,598487.8099747689,2670454.4653195655,1552530.3162311225,8952872.389243308,4109868.8340301556,4420865.071177447,2892913.7106300527,15591465.193146363,10257418.720566045,3221496.361864627,8150292.677523876,4050583.099125072,0,23239231.792251334,9823690.494322632,3743905.108840946,4059577.7312224535,6294119.5345791895,990890.4555676779,2817700.946714041,1614838.0947667267,5968922.107352007,26927962.64958518,54209962.854223855,34966222.87180875,17154027.720304117,5383295.0079380255,2903314.2796954857,6085533.332851877,597919.5618817394,1675512.017887023,232426.77652651872
