"1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
0.0465172769781988,0.0473729289110724,0.0463490637545268,0.0454569935907793,0.0458199779307446,0.0448706669012845,0.04367686185868,0.0429423371095395,0.0416879638527121,0.0415190869736324,0.0406679871345242,0.0406779661016949,0.0396353547364249,0.0399976549561037,0.0416313878564356,0.0425139731240338,0.0414581945487789,0.0411997363216875,0.041365349527881,0.0416836727976512,0.0419710384347332,0.0411402814156058,0.0416959907701183,0.0417258463155776,0.0421724194339931,0.0425631380393777,0.0425129357654315
0.0543293718166384,0.0549258936355711,0.0476595744680851,0.0461912479740681,0.0394207562349155,0.0313455657492355,0.0308022922636103,0.0389000670690812,0.0397022332506203,0.0366430260047281,0.0343163538873995,0.0347470618293306,0.0315457413249211,0.0360086767895878,0.0388265746333046,0.039136302294197,0.040930633347695,0.0425177157148812,0.0463709677419355,0.047244094488189,0.0481203007518797,0.0469750889679715,0.0472222222222222,0.0459101196249596,0.0465254995526394,0.047949162333911,0.0487938596491228
0.0233236151603499,0.024024024024024,0.0220385674931129,0.0130208333333333,0.0287081339712919,0.0353200883002208,0.0337552742616034,0.0280373831775701,0.0360065466448445,0.0323014804845222,0.0328638497652582,0.0388349514563107,0.0351906158357771,0.0355191256830601,0.0372093023255814,0.0355871886120996,0.0355699272433306,0.0368231046931408,0.0375586854460094,0.0408163265306122,0.0399764844209289,0.0399584846912299,0.0391694195375177,0.0380710659898477,0.037546468401487,0.0374149659863946,0.0365968095089146
0.0389907144762043,0.0397768049375628,0.0392362774004812,0.0390188153310105,0.0391382755763513,0.0390479037441148,0.0387683126769325,0.0383677400313777,0.0379973155722136,0.0366649658717857,0.0365544381285527,0.0357839396252014,0.0353132116960289,0.0336983102018562,0.0358823803532317,0.0346938162339418,0.0343070167336966,0.0346053840670186,0.0347977944148893,0.0348445394403659,0.0348579622039984,0.0345106355777655,0.0350416310923327,0.0349762392640712,0.0347674706002457,0.0346737605451597,0.0324235033936306
0.0437564499484004,0.0443349753694581,0.0440622006643977,0.0431778929188256,0.0434148901024156,0.0431462242208094,0.0435231604048142,0.0450093109869646,0.0441546842904349,0.0444496495558639,0.0430089072716975,0.0435656949725391,0.0442971436717093,0.0436112464917735,0.0455492361616295,0.0469589109529162,0.0454763536668951,0.0457319708836904,0.044919428905402,0.0453035336756267,0.0450415805412681,0.0435558415725736,0.0448971601951929,0.0448546289211936,0.0449834677261262,0.0456956397389563,0.0462559745087626
0.0395540719279461,0.0400156924284033,0.0400543109300747,0.040984762979684,0.0425840092699884,0.0441633377718597,0.0455903762163819,0.0457042758181384,0.0441020624439553,0.0431954202446006,0.040717317854977,0.0402113559018449,0.0389396709323583,0.0380341494263258,0.0386976744186047,0.0389284639309722,0.0377764127764128,0.0384782137437676,0.0380310768227752,0.039041805827479,0.039523751074015,0.0378851456659873,0.0401913875598086,0.0410858400586941,0.0412573673870334,0.0433240435774006,0.044420941300899
0.0425386715195632,0.0430183356840621,0.0415992604575919,0.0417633410672854,0.0424012497210444,0.0448351648351648,0.0460122699386503,0.047926069202665,0.0484342379958246,0.049569418189456,0.0473066984694892,0.0480919003115265,0.0473853124410043,0.0479365651468733,0.0502712477396022,0.0504803164437747,0.0498500749625187,0.0492144614802196,0.0467551898260707,0.0478004189678157,0.0471965263356617,0.0445682451253482,0.0475954387704512,0.0479735318444996,0.0473542030827904,0.0488951574988246,0.0505081613797351
0.0512274726834114,0.0522175505221755,0.0496178261432828,0.0499390986601705,0.0516780861688538,0.0522860762409306,0.0521534320323015,0.0523282097649186,0.0495461825947678,0.0498338870431894,0.0468195027445915,0.046326222796811,0.0458960401323514,0.0437733621876844,0.0440889219607478,0.0428504890544946,0.0406438989683387,0.0417424518006548,0.0396637772524297,0.039870398703987,0.0396803527142464,0.0374705356417134,0.0385386156929243,0.0388275015346839,0.0390496177484635,0.0388364072574599,0.0393983354966786
0.0485981308411215,0.048982869379015,0.0471799462846911,0.0479841255524488,0.0486848981013761,0.0492465695765637,0.050765242117588,0.0518911633392301,0.0514579759862779,0.0529975409141016,0.0500572550302634,0.0493008971146852,0.0474696274841097,0.0454784240150094,0.0450840008506415,0.0452495167179781,0.0443793175633243,0.044652934537246,0.0426618804362833,0.0429621254946297,0.0441501103752759,0.0433256045048029,0.0453072336012445,0.0455128205128205,0.0458635341164709,0.0474419211694075,0.0479203743985235
0.0480518387612556,0.0485318463012982,0.0465408805031447,0.0452582159624413,0.0436128306133934,0.0428734756097561,0.0417399804496579,0.0405620888977477,0.0398181997826302,0.0400824317362184,0.0386409736308316,0.0397614314115308,0.0400973338975878,0.0403461112788007,0.0419903628675386,0.0443313953488372,0.0435285458942277,0.0428677800234018,0.0424126172208014,0.0443017656500803,0.0441616766467066,0.0420185590657908,0.0422911106548963,0.0423210279420763,0.0400379506641366,0.0409645284424169,0.0404344651332603
0.0457541959163311,0.0461950300276501,0.0451293636705933,0.0442671330200022,0.0442902688210999,0.0447472943920125,0.0458613802796065,0.0463912675261127,0.0459258136052617,0.0457316479364276,0.0445047489823609,0.0446447819696227,0.0442259487398714,0.0445463601676597,0.044760805437989,0.0452663062233981,0.0444020282645998,0.0449630051223677,0.0448652471124381,0.0450982367758186,0.0454207746832393,0.0442172251217477,0.0436398838334947,0.0431426519865965,0.0428503032237472,0.0437519476472421,0.0439621472667849
0.0715185367723564,0.0693004829869214,0.0685132781889421,0.0688981717571746,0.0708066715619427,0.0709586466165414,0.0729182759153406,0.0741703624407402,0.0743981387821161,0.0779318661441061,0.0816768542137941,0.0864453665283541,0.0896296296296296,0.088441837409121,0.0833401757122916,0.0805879588086997,0.0795710590002504,0.0809709797992524,0.0815540346707102,0.0826051112943116,0.0825830107964962,0.0826148599455876,0.0886436454254183,0.0964337333198884,0.100798182793324,0.104574767628448,0.117256354579129
0.0479396036489462,0.0485484563923157,0.0483540335222477,0.0492819442739659,0.0489845372720979,0.0499246945947454,0.0517901373564513,0.0520410464591791,0.0509021323127392,0.0518426687704271,0.0500442380004424,0.0498748957464554,0.0497971433335186,0.0491999791525512,0.0494384275972724,0.0494513985473652,0.0484161730620654,0.0483569051580699,0.0473643610182566,0.0479724357275378,0.0484994500602315,0.0471119399322766,0.048622602939745,0.0480175139868645,0.0483756224804363,0.050159665929747,0.0500630835225839
0.0490187602662747,0.0497341793860401,0.0487783746317796,0.0476651130067716,0.0466774166171603,0.0463307685943576,0.0471400066511473,0.0466528066528067,0.0460295437851955,0.0464267948930526,0.0440979604693283,0.0437023928598907,0.0427823050058207,0.0429926663526879,0.0444010416666667,0.0447036612500843,0.0443326937074042,0.0448756417950257,0.0444313955764337,0.0446128500823723,0.0447828904731043,0.043617859090083,0.0452565913370998,0.0449740085275393,0.0447161374313692,0.0453846591879734,0.0447927706810956
0.0407538206706879,0.0404040404040404,0.0387008054482352,0.0380997336390303,0.038138158337257,0.0382666846798163,0.0390008613264427,0.0388631903560415,0.0384790289292336,0.0384962623234986,0.0377331974844535,0.0385212462543774,0.0381861575178998,0.0388860832551764,0.0403048512384582,0.0410503248023793,0.0405108917097634,0.0407666326290158,0.039928183911635,0.039717213440305,0.0396437578814628,0.0385383311358071,0.0395981735159817,0.0398114195914091,0.0396951648107728,0.0403201102772247,0.0401224874371859
0.0467249611072367,0.0482154375403139,0.0479720206712951,0.0496326362842316,0.0509048109460056,0.0517973393716388,0.0540768509840675,0.0547340029761905,0.0532855652804861,0.0537506300691931,0.052064553009982,0.0530068728522337,0.0530325105107605,0.0520496941605562,0.054859891578224,0.0549755364641522,0.053816563584251,0.0547870004391744,0.0559836728948943,0.0564152722953855,0.0565731116904222,0.0554502369668246,0.0569716975365242,0.0570976381787193,0.0562745212859402,0.0572657771576408,0.0564368431433321
0.0879720480543723,0.0866058259587021,0.0803935793960279,0.0774807430901676,0.0767614879649891,0.0753818011656102,0.0759128361704797,0.0743150256474415,0.0715276318554318,0.0709053872491657,0.0687347148925216,0.0675484175720359,0.0661121955359416,0.0656005221932115,0.0662452898991127,0.0667251242223057,0.0669881881718233,0.0674940216046838,0.0681042884990253,0.0695453432372868,0.0705673615871608,0.0698004060835919,0.0695418198355251,0.0700451151213441,0.0699826489300173,0.0715945339266727,0.0722321606042536
0.0583204439996361,0.0593901982790872,0.0576065293726867,0.0586581345743649,0.0605855638225916,0.0615339463901389,0.060656540911318,0.0577346407844707,0.0549561359282041,0.0533652345781754,0.0511205204998451,0.0509109838625716,0.0508018623900673,0.0504687811689607,0.0510043324143364,0.0518236142592211,0.051331768547811,0.0517170045510964,0.0515706538422184,0.0525658374102217,0.0543009648942722,0.0536827747466875,0.0549597855227882,0.0562040215792055,0.0562667176155904,0.0588062622309198,0.0595702148925537
